cohort,chain,i_iso,stage,entry_id,density,z,entry_lateval,early_window,late_window,candidate_source_sha256,config_sha256,freeze_sha256
historical,cotton,URY,exp_cottonhomewares,URY|exp_cottonhomewares,0.13293637942222966,1,2729.6998000000003,1998-2002,2008-2012,5b9205cf38a28fe9094dc2a33d9942a79befcdf8d7150a77c88818bcb3a4eb5c,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,cotton,URY,exp_cottonknitfabric,URY|exp_cottonknitfabric,0.11409375834620766,1,102.9664,1998-2002,2008-2012,5b9205cf38a28fe9094dc2a33d9942a79befcdf8d7150a77c88818bcb3a4eb5c,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,cotton,URY,exp_cottonsewthread,URY|exp_cottonsewthread,0.13651639782002956,0,0.0,1998-2002,2008-2012,5b9205cf38a28fe9094dc2a33d9942a79befcdf8d7150a77c88818bcb3a4eb5c,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,cotton,URY,exp_cottonyarn,URY|exp_cottonyarn,0.1126583545421626,1,153.759,1998-2002,2008-2012,5b9205cf38a28fe9094dc2a33d9942a79befcdf8d7150a77c88818bcb3a4eb5c,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,cotton,VCT,exp_cottonapparel_woven,VCT|exp_cottonapparel_woven,0.0658913272702194,0,0.0,1998-2002,2008-2012,5b9205cf38a28fe9094dc2a33d9942a79befcdf8d7150a77c88818bcb3a4eb5c,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,cotton,VCT,exp_cottonhomewares,VCT|exp_cottonhomewares,0.056242635843403756,0,0.0,1998-2002,2008-2012,5b9205cf38a28fe9094dc2a33d9942a79befcdf8d7150a77c88818bcb3a4eb5c,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,cotton,VEN,exp_cottonhomewares,VEN|exp_cottonhomewares,0.0558036005838662,1,223.1436,1998-2002,2008-2012,5b9205cf38a28fe9094dc2a33d9942a79befcdf8d7150a77c88818bcb3a4eb5c,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,cotton,VEN,exp_cottonsewthread,VEN|exp_cottonsewthread,0.05673800556888975,0,0.0,1998-2002,2008-2012,5b9205cf38a28fe9094dc2a33d9942a79befcdf8d7150a77c88818bcb3a4eb5c,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,cotton,VNM,exp_cottonsewthread,VNM|exp_cottonsewthread,0.2530999278593429,1,137.26260000000002,1998-2002,2008-2012,5b9205cf38a28fe9094dc2a33d9942a79befcdf8d7150a77c88818bcb3a4eb5c,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,cotton,WSM,exp_cottonapparel_knit,WSM|exp_cottonapparel_knit,0.054431617596414,0,0.0,1998-2002,2008-2012,5b9205cf38a28fe9094dc2a33d9942a79befcdf8d7150a77c88818bcb3a4eb5c,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,cotton,WSM,exp_cottonapparel_woven,WSM|exp_cottonapparel_woven,0.0515796298557333,0,0.0,1998-2002,2008-2012,5b9205cf38a28fe9094dc2a33d9942a79befcdf8d7150a77c88818bcb3a4eb5c,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,cotton,WSM,exp_cottonfabric,WSM|exp_cottonfabric,0.03218876233732019,0,0.0,1998-2002,2008-2012,5b9205cf38a28fe9094dc2a33d9942a79befcdf8d7150a77c88818bcb3a4eb5c,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,cotton,WSM,exp_cottonhomewares,WSM|exp_cottonhomewares,0.040725242054163405,0,0.0,1998-2002,2008-2012,5b9205cf38a28fe9094dc2a33d9942a79befcdf8d7150a77c88818bcb3a4eb5c,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,cotton,WSM,exp_cottonknitfabric,WSM|exp_cottonknitfabric,0.0333518393955374,0,0.0,1998-2002,2008-2012,5b9205cf38a28fe9094dc2a33d9942a79befcdf8d7150a77c88818bcb3a4eb5c,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,cotton,WSM,exp_cottonsewthread,WSM|exp_cottonsewthread,0.0436850998301481,0,0.0,1998-2002,2008-2012,5b9205cf38a28fe9094dc2a33d9942a79befcdf8d7150a77c88818bcb3a4eb5c,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,cotton,WSM,exp_cottonyarn,WSM|exp_cottonyarn,0.03374831309433612,1,1413.879,1998-2002,2008-2012,5b9205cf38a28fe9094dc2a33d9942a79befcdf8d7150a77c88818bcb3a4eb5c,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,cotton,YEM,exp_cottonapparel_knit,YEM|exp_cottonapparel_knit,0.03255911420572962,0,0.0,1998-2002,2008-2012,5b9205cf38a28fe9094dc2a33d9942a79befcdf8d7150a77c88818bcb3a4eb5c,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,cotton,YEM,exp_cottonapparel_woven,YEM|exp_cottonapparel_woven,0.030124858540441387,1,128.7164,1998-2002,2008-2012,5b9205cf38a28fe9094dc2a33d9942a79befcdf8d7150a77c88818bcb3a4eb5c,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,cotton,YEM,exp_cottonfabric,YEM|exp_cottonfabric,0.015851424484712003,0,0.0,1998-2002,2008-2012,5b9205cf38a28fe9094dc2a33d9942a79befcdf8d7150a77c88818bcb3a4eb5c,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,cotton,YEM,exp_cottonhomewares,YEM|exp_cottonhomewares,0.02203005057918878,0,0.0,1998-2002,2008-2012,5b9205cf38a28fe9094dc2a33d9942a79befcdf8d7150a77c88818bcb3a4eb5c,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,cotton,YEM,exp_cottonknitfabric,YEM|exp_cottonknitfabric,0.01652139574642434,0,0.0,1998-2002,2008-2012,5b9205cf38a28fe9094dc2a33d9942a79befcdf8d7150a77c88818bcb3a4eb5c,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,cotton,YEM,exp_cottonsewthread,YEM|exp_cottonsewthread,0.02713424128304052,0,0.0,1998-2002,2008-2012,5b9205cf38a28fe9094dc2a33d9942a79befcdf8d7150a77c88818bcb3a4eb5c,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,cotton,YEM,exp_cottonyarn,YEM|exp_cottonyarn,0.018629612280412357,0,0.0,1998-2002,2008-2012,5b9205cf38a28fe9094dc2a33d9942a79befcdf8d7150a77c88818bcb3a4eb5c,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,cotton,ZA1,exp_cottonknitfabric,ZA1|exp_cottonknitfabric,0.17397818192151082,0,0.0,1998-2002,2008-2012,5b9205cf38a28fe9094dc2a33d9942a79befcdf8d7150a77c88818bcb3a4eb5c,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,cotton,ZA1,exp_cottonsewthread,ZA1|exp_cottonsewthread,0.21579673024515889,0,0.0,1998-2002,2008-2012,5b9205cf38a28fe9094dc2a33d9942a79befcdf8d7150a77c88818bcb3a4eb5c,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,cotton,ZMB,exp_cottonapparel_knit,ZMB|exp_cottonapparel_knit,0.10503550852318996,0,0.0,1998-2002,2008-2012,5b9205cf38a28fe9094dc2a33d9942a79befcdf8d7150a77c88818bcb3a4eb5c,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,cotton,ZMB,exp_cottonapparel_woven,ZMB|exp_cottonapparel_woven,0.10214149282385188,0,0.0,1998-2002,2008-2012,5b9205cf38a28fe9094dc2a33d9942a79befcdf8d7150a77c88818bcb3a4eb5c,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,cotton,ZMB,exp_cottonhomewares,ZMB|exp_cottonhomewares,0.09096443815993366,0,0.0,1998-2002,2008-2012,5b9205cf38a28fe9094dc2a33d9942a79befcdf8d7150a77c88818bcb3a4eb5c,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,cotton,ZMB,exp_cottonknitfabric,ZMB|exp_cottonknitfabric,0.08184619820898072,0,0.0,1998-2002,2008-2012,5b9205cf38a28fe9094dc2a33d9942a79befcdf8d7150a77c88818bcb3a4eb5c,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,cotton,ZMB,exp_cottonsewthread,ZMB|exp_cottonsewthread,0.10338357770590673,0,0.0,1998-2002,2008-2012,5b9205cf38a28fe9094dc2a33d9942a79befcdf8d7150a77c88818bcb3a4eb5c,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,cotton,ZWE,exp_cottonsewthread,ZWE|exp_cottonsewthread,0.16153983832161897,0,0.0,1998-2002,2008-2012,5b9205cf38a28fe9094dc2a33d9942a79befcdf8d7150a77c88818bcb3a4eb5c,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,aluminium,ABW,exp_semis_barrod,ABW|exp_semis_barrod,0.00990973320149687,0,0.0,1998-2002,2008-2012,3c14742d58fa78d297379c294d528f891b10343161deb8128938d6cd30faead8,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,aluminium,ABW,exp_semis_foil,ABW|exp_semis_foil,0.007972814503265096,0,0.0,1998-2002,2008-2012,3c14742d58fa78d297379c294d528f891b10343161deb8128938d6cd30faead8,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,aluminium,ABW,exp_semis_plate,ABW|exp_semis_plate,0.009458587431264957,0,0.0,1998-2002,2008-2012,3c14742d58fa78d297379c294d528f891b10343161deb8128938d6cd30faead8,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,aluminium,ABW,exp_semis_tube,ABW|exp_semis_tube,0.007678528387241336,0,0.0,1998-2002,2008-2012,3c14742d58fa78d297379c294d528f891b10343161deb8128938d6cd30faead8,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,aluminium,ABW,exp_semis_wire,ABW|exp_semis_wire,0.009677928741580027,0,0.0,1998-2002,2008-2012,3c14742d58fa78d297379c294d528f891b10343161deb8128938d6cd30faead8,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,aluminium,ALB,exp_semis_foil,ALB|exp_semis_foil,0.13370478073092562,1,1280.291,1998-2002,2008-2012,3c14742d58fa78d297379c294d528f891b10343161deb8128938d6cd30faead8,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,aluminium,ALB,exp_semis_plate,ALB|exp_semis_plate,0.14838691397678802,1,652.559,1998-2002,2008-2012,3c14742d58fa78d297379c294d528f891b10343161deb8128938d6cd30faead8,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,aluminium,ALB,exp_semis_tube,ALB|exp_semis_tube,0.12942696535656645,1,246.9078,1998-2002,2008-2012,3c14742d58fa78d297379c294d528f891b10343161deb8128938d6cd30faead8,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,aluminium,ALB,exp_semis_wire,ALB|exp_semis_wire,0.13738031319648944,0,0.0,1998-2002,2008-2012,3c14742d58fa78d297379c294d528f891b10343161deb8128938d6cd30faead8,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,aluminium,ARE,exp_corundum,ARE|exp_corundum,0.0677186100426213,1,263.6674,1998-2002,2008-2012,3c14742d58fa78d297379c294d528f891b10343161deb8128938d6cd30faead8,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,aluminium,ARG,exp_aluminium_hydroxide,ARG|exp_aluminium_hydroxide,0.12687506910579585,0,0.0,1998-2002,2008-2012,3c14742d58fa78d297379c294d528f891b10343161deb8128938d6cd30faead8,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,aluminium,ARG,exp_aluminium_oxide,ARG|exp_aluminium_oxide,0.1412564024766429,0,0.0,1998-2002,2008-2012,3c14742d58fa78d297379c294d528f891b10343161deb8128938d6cd30faead8,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,aluminium,ARG,exp_corundum,ARG|exp_corundum,0.11971652286913387,0,0.0,1998-2002,2008-2012,3c14742d58fa78d297379c294d528f891b10343161deb8128938d6cd30faead8,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,aluminium,ARM,exp_semis_barrod,ARM|exp_semis_barrod,0.10979027822065889,0,0.0,1998-2002,2008-2012,3c14742d58fa78d297379c294d528f891b10343161deb8128938d6cd30faead8,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,aluminium,ARM,exp_semis_plate,ARM|exp_semis_plate,0.10086484026905529,1,232.52740000000003,1998-2002,2008-2012,3c14742d58fa78d297379c294d528f891b10343161deb8128938d6cd30faead8,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,aluminium,ARM,exp_semis_tube,ARM|exp_semis_tube,0.09454991703529057,0,0.0,1998-2002,2008-2012,3c14742d58fa78d297379c294d528f891b10343161deb8128938d6cd30faead8,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,aluminium,ARM,exp_semis_wire,ARM|exp_semis_wire,0.09783780273927054,0,0.0,1998-2002,2008-2012,3c14742d58fa78d297379c294d528f891b10343161deb8128938d6cd30faead8,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,aluminium,AZE,exp_corundum,AZE|exp_corundum,0.0396381199504091,0,0.0,1998-2002,2008-2012,3c14742d58fa78d297379c294d528f891b10343161deb8128938d6cd30faead8,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,aluminium,AZE,exp_semis_foil,AZE|exp_semis_foil,0.040191414818440165,0,0.0,1998-2002,2008-2012,3c14742d58fa78d297379c294d528f891b10343161deb8128938d6cd30faead8,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,aluminium,AZE,exp_semis_plate,AZE|exp_semis_plate,0.04575667816777747,0,0.0,1998-2002,2008-2012,3c14742d58fa78d297379c294d528f891b10343161deb8128938d6cd30faead8,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,aluminium,AZE,exp_semis_tube,AZE|exp_semis_tube,0.03936528272805856,0,0.0,1998-2002,2008-2012,3c14742d58fa78d297379c294d528f891b10343161deb8128938d6cd30faead8,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,aluminium,AZE,exp_semis_wire,AZE|exp_semis_wire,0.048101477945407214,0,0.0,1998-2002,2008-2012,3c14742d58fa78d297379c294d528f891b10343161deb8128938d6cd30faead8,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,aluminium,BGR,exp_aluminium_oxide,BGR|exp_aluminium_oxide,0.29246516624479757,1,1284.402,1998-2002,2008-2012,3c14742d58fa78d297379c294d528f891b10343161deb8128938d6cd30faead8,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,aluminium,BGR,exp_corundum,BGR|exp_corundum,0.23872962690328053,0,0.0,1998-2002,2008-2012,3c14742d58fa78d297379c294d528f891b10343161deb8128938d6cd30faead8,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,aluminium,BHR,exp_semis_tube,BHR|exp_semis_tube,0.045917350867087425,1,692.867,1998-2002,2008-2012,3c14742d58fa78d297379c294d528f891b10343161deb8128938d6cd30faead8,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,aluminium,BHS,exp_corundum,BHS|exp_corundum,0.06587022571398372,0,0.0,1998-2002,2008-2012,3c14742d58fa78d297379c294d528f891b10343161deb8128938d6cd30faead8,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,aluminium,BHS,exp_semis_barrod,BHS|exp_semis_barrod,0.07377282745088078,0,0.0,1998-2002,2008-2012,3c14742d58fa78d297379c294d528f891b10343161deb8128938d6cd30faead8,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,aluminium,BHS,exp_semis_foil,BHS|exp_semis_foil,0.06681936732670064,0,0.0,1998-2002,2008-2012,3c14742d58fa78d297379c294d528f891b10343161deb8128938d6cd30faead8,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,aluminium,BHS,exp_semis_plate,BHS|exp_semis_plate,0.07184195581514541,0,0.0,1998-2002,2008-2012,3c14742d58fa78d297379c294d528f891b10343161deb8128938d6cd30faead8,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,aluminium,BHS,exp_semis_tube,BHS|exp_semis_tube,0.06684330642277636,0,0.0,1998-2002,2008-2012,3c14742d58fa78d297379c294d528f891b10343161deb8128938d6cd30faead8,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,aluminium,BHS,exp_semis_wire,BHS|exp_semis_wire,0.07034031461847665,0,0.0,1998-2002,2008-2012,3c14742d58fa78d297379c294d528f891b10343161deb8128938d6cd30faead8,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,aluminium,BIH,exp_corundum,BIH|exp_corundum,0.13378787508335863,0,0.0,1998-2002,2008-2012,3c14742d58fa78d297379c294d528f891b10343161deb8128938d6cd30faead8,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,aluminium,BIH,exp_semis_foil,BIH|exp_semis_foil,0.14742768510515167,0,0.0,1998-2002,2008-2012,3c14742d58fa78d297379c294d528f891b10343161deb8128938d6cd30faead8,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,aluminium,BIH,exp_semis_tube,BIH|exp_semis_tube,0.1362608480288959,0,0.0,1998-2002,2008-2012,3c14742d58fa78d297379c294d528f891b10343161deb8128938d6cd30faead8,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,aluminium,BIH,exp_semis_wire,BIH|exp_semis_wire,0.15446520931557822,1,2676.3502,1998-2002,2008-2012,3c14742d58fa78d297379c294d528f891b10343161deb8128938d6cd30faead8,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,aluminium,BLR,exp_semis_tube,BLR|exp_semis_tube,0.18754275915166144,1,119.84,1998-2002,2008-2012,3c14742d58fa78d297379c294d528f891b10343161deb8128938d6cd30faead8,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,aluminium,BMU,exp_aluminium_hydroxide,BMU|exp_aluminium_hydroxide,0.02819183501370601,0,0.0,1998-2002,2008-2012,3c14742d58fa78d297379c294d528f891b10343161deb8128938d6cd30faead8,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,aluminium,BMU,exp_aluminium_oxide,BMU|exp_aluminium_oxide,0.034365151389515264,0,0.0,1998-2002,2008-2012,3c14742d58fa78d297379c294d528f891b10343161deb8128938d6cd30faead8,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,aluminium,BMU,exp_corundum,BMU|exp_corundum,0.0252109659711605,0,0.0,1998-2002,2008-2012,3c14742d58fa78d297379c294d528f891b10343161deb8128938d6cd30faead8,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,aluminium,BMU,exp_semis_barrod,BMU|exp_semis_barrod,0.028390821766301307,0,0.0,1998-2002,2008-2012,3c14742d58fa78d297379c294d528f891b10343161deb8128938d6cd30faead8,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,aluminium,BMU,exp_semis_foil,BMU|exp_semis_foil,0.025849641752555188,0,0.0,1998-2002,2008-2012,3c14742d58fa78d297379c294d528f891b10343161deb8128938d6cd30faead8,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,aluminium,BMU,exp_semis_plate,BMU|exp_semis_plate,0.028671811324424697,0,0.0,1998-2002,2008-2012,3c14742d58fa78d297379c294d528f891b10343161deb8128938d6cd30faead8,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,aluminium,BMU,exp_semis_tube,BMU|exp_semis_tube,0.02622359256391975,0,0.0,1998-2002,2008-2012,3c14742d58fa78d297379c294d528f891b10343161deb8128938d6cd30faead8,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
