cohort,chain,i_iso,stage,entry_id,density,z,entry_lateval,early_window,late_window,candidate_source_sha256,config_sha256,freeze_sha256
historical,sheep,ARE,exp_woolgrease,ARE|exp_woolgrease,0.06629761035735213,1,127.9086,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,ARE,exp_woolyarn,ARE|exp_woolyarn,0.0794768182714768,0,0.0,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,AUT,exp_woolgrease,AUT|exp_woolgrease,0.2776585000847025,0,0.0,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,BFA,exp_meat,BFA|exp_meat,0.08670034925978495,0,0.0,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,BGR,exp_woolgrease,BGR|exp_woolgrease,0.18170915436370103,1,110.0756,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,BLR,exp_woolgrease,BLR|exp_woolgrease,0.14381831375371248,0,0.0,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,BLR,exp_wooltop,BLR|exp_wooltop,0.19456353503900398,1,4029.637,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,BOL,exp_woolgrease,BOL|exp_woolgrease,0.04214476668420554,0,0.0,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,BOL,exp_woolyarn,BOL|exp_woolyarn,0.05351128529309565,0,0.0,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,BRA,exp_woolgrease,BRA|exp_woolgrease,0.14642511039490655,1,2961.1258000000003,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,CAN,exp_woolgrease,CAN|exp_woolgrease,0.1658626152594332,0,0.0,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,CHE,exp_woolgrease,CHE|exp_woolgrease,0.2623055280083357,0,0.0,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,CHL,exp_woolgrease,CHL|exp_woolgrease,0.08374594903626585,1,522.9748,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,CHL,exp_woolyarn,CHL|exp_woolyarn,0.09301133521482109,1,172.6458,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,CZE,exp_woolgrease,CZE|exp_woolgrease,0.2663864143177471,1,4787.7688,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,DJI,exp_meat,DJI|exp_meat,0.07887561998207279,0,0.0,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,DNK,exp_woolgrease,DNK|exp_woolgrease,0.229573096931413,0,0.0,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,DNK,exp_wooltop,DNK|exp_wooltop,0.25338861067794205,1,167.207,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,ERI,exp_meat,ERI|exp_meat,0.06179617088458889,0,0.0,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,FIN,exp_woolgrease,FIN|exp_woolgrease,0.15060849239136923,0,0.0,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,FIN,exp_wooltop,FIN|exp_wooltop,0.1639315006202859,0,0.0,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,FLK,exp_woolgrease,FLK|exp_woolgrease,0.017041289273668575,0,0.0,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,FLK,exp_wooltop,FLK|exp_wooltop,0.017756494781104214,0,0.0,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,FLK,exp_woolyarn,FLK|exp_woolyarn,0.014950936392041607,0,0.0,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,GRC,exp_woolgrease,GRC|exp_woolgrease,0.16701670623247258,0,0.0,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,GRC,exp_wooltop,GRC|exp_wooltop,0.2307950739357425,0,0.0,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,HKG,exp_woolgrease,HKG|exp_woolgrease,0.2149945491307414,0,0.0,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,HUN,exp_woolgrease,HUN|exp_woolgrease,0.1884052577605654,0,0.0,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,IND,exp_woolgrease,IND|exp_woolgrease,0.2717751742993053,1,1735.0938,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,IRN,exp_woolgrease,IRN|exp_woolgrease,0.051387278216283874,0,0.0,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,IRN,exp_wooltop,IRN|exp_wooltop,0.07212978848791707,0,0.0,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,IRQ,exp_woolgrease,IRQ|exp_woolgrease,0.0014701339358328934,0,0.0,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,IRQ,exp_wooltop,IRQ|exp_wooltop,0.0017655723460099674,0,0.0,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,IRQ,exp_woolyarn,IRQ|exp_woolyarn,0.0011328475737032487,0,0.0,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,ISL,exp_woolgrease,ISL|exp_woolgrease,0.049011781181713114,0,0.0,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,ISL,exp_wooltop,ISL|exp_wooltop,0.05269005074855508,0,0.0,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,JOR,exp_woolgrease,JOR|exp_woolgrease,0.10002697296784213,0,0.0,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,JOR,exp_wooltop,JOR|exp_wooltop,0.1304139321738348,0,0.0,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,JOR,exp_woolyarn,JOR|exp_woolyarn,0.14067781899695803,0,0.0,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,KAZ,exp_meat,KAZ|exp_meat,0.06940750678882146,1,1652.5045999999998,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,KAZ,exp_woolgrease,KAZ|exp_woolgrease,0.04764060116068112,0,0.0,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,KAZ,exp_wooltop,KAZ|exp_wooltop,0.060438643764703995,1,13521.8392,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,KAZ,exp_woolyarn,KAZ|exp_woolyarn,0.0493958453091605,0,0.0,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,KEN,exp_woolgrease,KEN|exp_woolgrease,0.1115557578194766,0,0.0,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,KEN,exp_wooltop,KEN|exp_wooltop,0.14899125478418207,0,0.0,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,KEN,exp_woolyarn,KEN|exp_woolyarn,0.1437246039481176,0,0.0,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,KGZ,exp_woolgrease,KGZ|exp_woolgrease,0.07448444301879172,0,0.0,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,KOR,exp_woolgrease,KOR|exp_woolgrease,0.1898709116122016,0,0.0,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,KWT,exp_woolgrease,KWT|exp_woolgrease,0.010771633620968444,0,0.0,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,KWT,exp_wooltop,KWT|exp_wooltop,0.011678784177697271,0,0.0,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,KWT,exp_woolyarn,KWT|exp_woolyarn,0.011926923949680462,0,0.0,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,LBN,exp_woolgrease,LBN|exp_woolgrease,0.14886608893946748,0,0.0,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,LBN,exp_wooltop,LBN|exp_wooltop,0.20398859188137583,0,0.0,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,LBY,exp_woolgrease,LBY|exp_woolgrease,0.00874878688448602,0,0.0,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,LBY,exp_wooltop,LBY|exp_wooltop,0.010953704663462294,0,0.0,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,LBY,exp_woolyarn,LBY|exp_woolyarn,0.008610845242530269,0,0.0,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,LSO,exp_woolgrease,LSO|exp_woolgrease,0.025966563367837137,0,0.0,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,LSO,exp_wooltop,LSO|exp_wooltop,0.042230647173216826,1,108.72740000000002,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,LSO,exp_woolyarn,LSO|exp_woolyarn,0.05291443398864476,0,0.0,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,LUX,exp_woolyarn,LUX|exp_woolyarn,0.12654502911677,0,0.0,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,MAC,exp_woolgrease,MAC|exp_woolgrease,0.05504310239708594,0,0.0,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,MDA,exp_woolgrease,MDA|exp_woolgrease,0.09061334839472657,0,0.0,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,MDA,exp_wooltop,MDA|exp_wooltop,0.13588900176286337,0,0.0,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,MDA,exp_woolyarn,MDA|exp_woolyarn,0.15377081242606203,1,425.9810000000001,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,MEX,exp_wooltop,MEX|exp_wooltop,0.16321274684766313,0,0.0,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,MKD,exp_woolgrease,MKD|exp_woolgrease,0.1376017446007302,0,0.0,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,MKD,exp_wooltop,MKD|exp_wooltop,0.15805456631969725,0,0.0,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,MLI,exp_meat,MLI|exp_meat,0.04594862906806493,0,0.0,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,MNG,exp_woolgrease,MNG|exp_woolgrease,0.04470295048071447,0,0.0,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,MNG,exp_wooltop,MNG|exp_wooltop,0.0675237852234613,1,105.262,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,MNG,exp_woolyarn,MNG|exp_woolyarn,0.07995342997534642,0,0.0,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,MUS,exp_woolgrease,MUS|exp_woolgrease,0.070603113258829,0,0.0,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
historical,sheep,MUS,exp_wooltop,MUS|exp_wooltop,0.10279563826293618,0,0.0,1998-2002,2008-2012,ee9bd4b03de3358a4b7747c65724cbb67e9b345c7a0bd93d96f868168385ddd6,9704b972d3c33904afcb818f87ccd461d988fd30910e9788031d4176df032cd0,3f504e0bc00e47e2d3674e97ef03bed09c060383c94ac723bd7c7c9e56fa4a85
