chain,track,source,model,seed,reporting_budget,model_value_capture,oracle_value_capture,oracle_gap_value_capture,headroom_kusd,total_observed_late_value_kusd,group_model_macro_value_capture,group_oracle_macro_value_capture,group_oracle_gap_macro_value_capture,group_model_pooled_value_capture,group_oracle_pooled_value_capture
aluminium,b1,nbfnet,NBFNet,0,50,0.012887292696009795,0.9960289707109002,0.9831416780148905,804512.4933999999,818307.7896,0.5018864275893714,0.9279010962794321,0.4260146686900606,0.07821187237052302,0.9862978124582185
aluminium,b1,nbfnet,NBFNet,1,50,0.01595320851874242,0.9960289707109002,0.9800757621921579,802003.6305999999,818307.7896,0.42108322588298736,0.9279010962794321,0.5068178703964447,0.05233127527837968,0.9862978124582185
aluminium,b1,nbfnet,NBFNet,2,50,0.019045044172948684,0.9960289707109002,0.9769839265379515,799473.5573999999,818307.7896,0.401236351115473,0.9279010962794321,0.5266647451639591,0.07226959311838865,0.9862978124582185
aluminium,b1,nbfnet,NBFNet,3,50,0.023478008940121666,0.9960289707109002,0.9725509617707786,795846.0277999999,818307.7896,0.5549536235513115,0.9279010962794321,0.3729474727281205,0.1508144345788591,0.9862978124582185
aluminium,b1,nbfnet,NBFNet,4,50,0.017072261045967683,0.9960289707109002,0.9789567096649325,801087.9012,818307.7896,0.40916599808875637,0.9279010962794321,0.5187350981906756,0.05693381584791406,0.9862978124582185
aluminium,b2,cpu,gravity,,3,0.2765109437371021,0.9745290092908644,0.6980180655537624,469584.1664,818307.7896,0.2765109437371021,0.9745290092908644,0.6980180655537624,0.2816512978724796,0.855499148727644
aluminium,b2,cpu,historical_logistic_demand_gravity,,3,0.2616534025546319,0.9745290092908644,0.7128756067362327,472746.6792,818307.7896,0.2616534025546319,0.9745290092908644,0.7128756067362327,0.27778659947880324,0.855499148727644
aluminium,b2,cpu,processed_importer_demand,,3,0.14442028942176036,0.9745290092908644,0.8301087198691042,474532.2944,818307.7896,0.14442028942176036,0.9745290092908644,0.8301087198691042,0.2756045168655205,0.855499148727644
aluminium,b2,kge,TransE,0,3,0.2201799398749531,0.9745290092908644,0.7543490694159114,644332.5,818307.7896,0.2201799398749531,0.9745290092908644,0.7543490694159114,0.06810288024661375,0.855499148727644
aluminium,b2,kge,TransE,1,3,0.19055580645506684,0.9745290092908644,0.7839732028357976,668333.352,818307.7896,0.19055580645506684,0.9745290092908644,0.7839732028357976,0.03877302135362687,0.855499148727644
aluminium,b2,kge,TransE,2,3,0.18326473564885662,0.9745290092908644,0.791264273642008,643200.6024,818307.7896,0.18326473564885662,0.9745290092908644,0.791264273642008,0.06948609767944948,0.855499148727644
aluminium,b2,kge,TransE,3,3,0.18251234302915156,0.9745290092908644,0.792016666261713,683438.8626,818307.7896,0.18251234302915156,0.9745290092908644,0.792016666261713,0.020313572730531415,0.855499148727644
aluminium,b2,kge,TransE,4,3,0.1967860048354046,0.9745290092908644,0.7777430044554599,666705.4514,818307.7896,0.1967860048354046,0.9745290092908644,0.7777430044554599,0.04076237135211062,0.855499148727644
aluminium,b2,nbfnet,NBFNet,0,3,0.26659356205872187,0.9745290092908644,0.7079354472321425,637982.2852,818307.7896,0.26659356205872187,0.9745290092908644,0.7079354472321425,0.0758630590946045,0.855499148727644
aluminium,b2,nbfnet,NBFNet,1,3,0.36842507764652854,0.9745290092908644,0.606103931644336,480352.4496,818307.7896,0.36842507764652854,0.9745290092908644,0.606103931644336,0.26849208890874277,0.855499148727644
aluminium,b2,nbfnet,NBFNet,2,3,0.30477632017292067,0.9745290092908644,0.6697526891179438,298438.97699999996,818307.7896,0.30477632017292067,0.9745290092908644,0.6697526891179438,0.49079655052082377,0.855499148727644
aluminium,b2,nbfnet,NBFNet,3,3,0.30970577437150476,0.9745290092908644,0.6648232349193598,402960.9072,818307.7896,0.30970577437150476,0.9745290092908644,0.6648232349193598,0.3630671905802422,0.855499148727644
aluminium,b2,nbfnet,NBFNet,4,3,0.305219973300895,0.9745290092908644,0.6693090359899695,487712.3552,818307.7896,0.305219973300895,0.9745290092908644,0.6693090359899695,0.2594980335013054,0.855499148727644
nickel,a,cpu,gravity,,500,0.26245696050043377,0.9350050841414811,0.6725481236410473,2528814.020000001,3760049.1788,0.18279849396805745,0.8579109348379916,0.6751124408699343,0.28708848812038845,0.8986140986800438
nickel,a,cpu,historical_logistic_size_gravity,,500,0.40159870198344544,0.9350050841414811,0.5334063821580357,2005634.2292000009,3760049.1788,0.254023297371933,0.8579109348379916,0.6038876374660588,0.45693663915010924,0.8986140986800438
nickel,a,cpu,size,,500,0.5016298798522513,0.9350050841414811,0.4333752042892298,1629512.0810000007,3760049.1788,0.28252806278464554,0.8579109348379916,0.5753828720533463,0.524692335707596,0.8986140986800438
nickel,a,kge,RotatE,0,500,0.039822983604641995,0.9350050841414811,0.8951821005368391,3365928.7220000005,3760049.1788,0.2116879523251161,0.8579109348379916,0.6462229825128756,0.2539214694273509,0.8986140986800438
nickel,a,kge,RotatE,1,500,0.18187816192825804,0.9350050841414811,0.7531269222132231,2831794.265400001,3760049.1788,0.2099630967466393,0.8579109348379916,0.6479478380913525,0.24023880950628593,0.8986140986800438
nickel,a,kge,RotatE,2,500,0.05551943404810022,0.9350050841414811,0.8794856500933809,3306909.296400001,3760049.1788,0.17503486064115126,0.8579109348379916,0.6828760741968404,0.10628833017751804,0.8986140986800438
nickel,a,kge,RotatE,3,500,0.04929660437557254,0.9350050841414811,0.8857084797659085,3330307.4420000007,3760049.1788,0.19901865713719005,0.8579109348379916,0.6588922777008017,0.18986726381803357,0.8986140986800438
nickel,a,kge,RotatE,4,500,0.05260474690470024,0.9350050841414811,0.8824003372367808,3317868.663400001,3760049.1788,0.19778145980284598,0.8579109348379916,0.6601294750351457,0.19765874573938164,0.8986140986800438
nickel,a,nbfnet,NBFNet,0,500,0.07995453944991897,0.9350050841414811,0.8550505446915622,3215032.0984000005,3760049.1788,0.19630121101627962,0.8579109348379916,0.661609723821712,0.10272091939054508,0.8986140986800438
nickel,a,nbfnet,NBFNet,1,500,0.10892391246082284,0.9350050841414811,0.8260811716806582,3106105.831200001,3760049.1788,0.15432457419620713,0.8579109348379916,0.7035863606417846,0.15159129875580765,0.8986140986800438
nickel,a,nbfnet,NBFNet,2,500,0.15482131916843322,0.9350050841414811,0.7801837649730479,2933529.3248000005,3760049.1788,0.2313343467986046,0.8579109348379916,0.626576588039387,0.1732356137447869,0.8986140986800438
