section,aggregation_scope,chain,task,family,seed,method,budget_scope,b1_budget,b2_budget,requested_k,metric,point,lower_95,upper_95,std,n,cluster_unit,bootstrap_seed,note
paired_family_difference,chain_seed,sheep,a,,0,,,,,,lane_average_precision,0.03772729932205378,0.009755789135014403,0.06777006321708363,,500,exporter,2288523331174046634,kge_minus_nbfnet
paired_family_difference,chain_seed,sheep,a,,1,,,,,,lane_average_precision,0.051953691036491154,0.022690930835475496,0.08869651650858892,,500,exporter,2288523331174046634,kge_minus_nbfnet
paired_family_difference,chain_seed,sheep,a,,2,,,,,,lane_average_precision,0.04011120438582785,0.02260838786456215,0.06680760244449435,,500,exporter,2288523331174046634,kge_minus_nbfnet
paired_family_difference,chain_seed,sheep,a,,3,,,,,,lane_average_precision,0.06694706999782774,0.03704126881722779,0.10108186230050245,,500,exporter,2288523331174046634,kge_minus_nbfnet
paired_family_difference,chain_seed,sheep,a,,4,,,,,,lane_average_precision,0.048580257735612115,0.016932956425041234,0.08004862022735003,,500,exporter,2288523331174046634,kge_minus_nbfnet
paired_family_difference,chain_fixed_five_seed_mean,sheep,a,,mean_0_4,,,,,,lane_average_precision,0.04906390449556253,0.02789006305871793,0.07142384658773848,,500,exporter,2288523331174046634,kge_minus_nbfnet
paired_family_difference,chain_seed,sheep,b1,,0,,,,,,entry_average_precision_official_raw_max,0.24252567431664598,0.05876602001313544,0.3732218136726519,,500,exporter,1500798379975155845,kge_minus_nbfnet
paired_family_difference,chain_seed,sheep,b1,,1,,,,,,entry_average_precision_official_raw_max,0.24734605657103542,0.0660710911799298,0.43373343418025484,,500,exporter,1500798379975155845,kge_minus_nbfnet
paired_family_difference,chain_seed,sheep,b1,,2,,,,,,entry_average_precision_official_raw_max,0.19654171629474165,0.07615511514923318,0.4008561541379331,,500,exporter,1500798379975155845,kge_minus_nbfnet
paired_family_difference,chain_seed,sheep,b1,,3,,,,,,entry_average_precision_official_raw_max,0.10626222979596825,0.001112237444178682,0.2794440374549219,,500,exporter,1500798379975155845,kge_minus_nbfnet
paired_family_difference,chain_seed,sheep,b1,,4,,,,,,entry_average_precision_official_raw_max,0.2803621089828682,0.1136161848045842,0.45714187603639944,,500,exporter,1500798379975155845,kge_minus_nbfnet
paired_family_difference,chain_fixed_five_seed_mean,sheep,b1,,mean_0_4,,,,,,entry_average_precision_official_raw_max,0.21460755719225189,0.09849957926235693,0.3522100385875575,,500,exporter,1500798379975155845,kge_minus_nbfnet
paired_family_difference,chain_seed,sheep,b2,,0,,,,,,positive_entry_macro_recall_at_3,-0.43333333333333335,-0.6333333333333333,-0.225,,500,exporter_stage,4533631029717349469,kge_minus_nbfnet
paired_family_difference,chain_seed,sheep,b2,,1,,,,,,positive_entry_macro_recall_at_3,-0.3972222222222222,-0.6029166666666665,-0.2152083333333334,,500,exporter_stage,4533631029717349469,kge_minus_nbfnet
paired_family_difference,chain_seed,sheep,b2,,2,,,,,,positive_entry_macro_recall_at_3,-0.3111111111111111,-0.5083333333333333,-0.1374305555555556,,500,exporter_stage,4533631029717349469,kge_minus_nbfnet
paired_family_difference,chain_seed,sheep,b2,,3,,,,,,positive_entry_macro_recall_at_3,-0.29999999999999993,-0.4543749999999999,-0.13333333333333333,,500,exporter_stage,4533631029717349469,kge_minus_nbfnet
paired_family_difference,chain_seed,sheep,b2,,4,,,,,,positive_entry_macro_recall_at_3,-0.39722222222222214,-0.6210416666666665,-0.18861111111111134,,500,exporter_stage,4533631029717349469,kge_minus_nbfnet
paired_family_difference,chain_fixed_five_seed_mean,sheep,b2,,mean_0_4,,,,,,positive_entry_macro_recall_at_3,-0.3677777777777777,-0.5030972222222222,-0.23716666666666672,,500,exporter_stage,4533631029717349469,kge_minus_nbfnet
paired_family_difference,chain_seed,cotton,a,,0,,,,,,lane_average_precision,-0.018053586394294635,-0.035429570694931634,-0.0015635616218080363,,500,exporter,4849594322461767224,kge_minus_nbfnet
paired_family_difference,chain_seed,cotton,a,,1,,,,,,lane_average_precision,-0.0407532489412933,-0.05277694345525293,-0.028967249188050367,,500,exporter,4849594322461767224,kge_minus_nbfnet
paired_family_difference,chain_seed,cotton,a,,2,,,,,,lane_average_precision,-0.045233598219404536,-0.06046454306662395,-0.029611529449033863,,500,exporter,4849594322461767224,kge_minus_nbfnet
paired_family_difference,chain_seed,cotton,a,,3,,,,,,lane_average_precision,-0.03543456612029977,-0.05005064899859306,-0.01998695603615662,,500,exporter,4849594322461767224,kge_minus_nbfnet
paired_family_difference,chain_seed,cotton,a,,4,,,,,,lane_average_precision,-0.003798070617140617,-0.017564482389316443,0.00999686638653135,,500,exporter,4849594322461767224,kge_minus_nbfnet
paired_family_difference,chain_fixed_five_seed_mean,cotton,a,,mean_0_4,,,,,,lane_average_precision,-0.02865461405848657,-0.04134628204921472,-0.016258909473208728,,500,exporter,4849594322461767224,kge_minus_nbfnet
paired_family_difference,chain_seed,cotton,b1,,0,,,,,,entry_average_precision_official_raw_max,0.024141561164733538,-0.10862078739366655,0.17141220778627303,,500,exporter,6778949558099913595,kge_minus_nbfnet
paired_family_difference,chain_seed,cotton,b1,,1,,,,,,entry_average_precision_official_raw_max,-0.0664818294490796,-0.19646628502022653,0.06754718907299241,,500,exporter,6778949558099913595,kge_minus_nbfnet
paired_family_difference,chain_seed,cotton,b1,,2,,,,,,entry_average_precision_official_raw_max,0.04829045953077998,-0.06934711400714254,0.22434828657580166,,500,exporter,6778949558099913595,kge_minus_nbfnet
paired_family_difference,chain_seed,cotton,b1,,3,,,,,,entry_average_precision_official_raw_max,-0.023602538638847426,-0.1483202915681821,0.12466407774338686,,500,exporter,6778949558099913595,kge_minus_nbfnet
paired_family_difference,chain_seed,cotton,b1,,4,,,,,,entry_average_precision_official_raw_max,0.051851375804247535,-0.10226436505917906,0.18833600143546567,,500,exporter,6778949558099913595,kge_minus_nbfnet
paired_family_difference,chain_fixed_five_seed_mean,cotton,b1,,mean_0_4,,,,,,entry_average_precision_official_raw_max,0.006839805682366806,-0.09452152026666841,0.1312628810574435,,500,exporter,6778949558099913595,kge_minus_nbfnet
paired_family_difference,chain_seed,cotton,b2,,0,,,,,,positive_entry_macro_recall_at_3,-0.20370370370370366,-0.3333333333333333,-0.09722222222222222,,500,exporter_stage,7773082832078084889,kge_minus_nbfnet
paired_family_difference,chain_seed,cotton,b2,,1,,,,,,positive_entry_macro_recall_at_3,-0.3101851851851851,-0.46076388888888886,-0.125,,500,exporter_stage,7773082832078084889,kge_minus_nbfnet
paired_family_difference,chain_seed,cotton,b2,,2,,,,,,positive_entry_macro_recall_at_3,-0.23148148148148145,-0.3891203703703703,-0.08773148148148169,,500,exporter_stage,7773082832078084889,kge_minus_nbfnet
paired_family_difference,chain_seed,cotton,b2,,3,,,,,,positive_entry_macro_recall_at_3,-0.17592592592592587,-0.3425925925925926,-0.02534722222222233,,500,exporter_stage,7773082832078084889,kge_minus_nbfnet
paired_family_difference,chain_seed,cotton,b2,,4,,,,,,positive_entry_macro_recall_at_3,-0.12500000000000006,-0.25729166666666653,0.0,,500,exporter_stage,7773082832078084889,kge_minus_nbfnet
paired_family_difference,chain_fixed_five_seed_mean,cotton,b2,,mean_0_4,,,,,,positive_entry_macro_recall_at_3,-0.2092592592592592,-0.2935648148148148,-0.11481481481481481,,500,exporter_stage,7773082832078084889,kge_minus_nbfnet
paired_family_difference,chain_seed,aluminium,a,,0,,,,,,lane_average_precision,0.028966722870448325,0.010380335018519862,0.05014904133647525,,500,exporter,2099797561988594846,kge_minus_nbfnet
paired_family_difference,chain_seed,aluminium,a,,1,,,,,,lane_average_precision,0.008312004139773982,-0.008977383521925682,0.029590137858149092,,500,exporter,2099797561988594846,kge_minus_nbfnet
paired_family_difference,chain_seed,aluminium,a,,2,,,,,,lane_average_precision,0.016500244147189425,0.00016897158661931884,0.03650685926102267,,500,exporter,2099797561988594846,kge_minus_nbfnet
paired_family_difference,chain_seed,aluminium,a,,3,,,,,,lane_average_precision,0.005069061047827922,-0.013133710942017193,0.027872391742302324,,500,exporter,2099797561988594846,kge_minus_nbfnet
paired_family_difference,chain_seed,aluminium,a,,4,,,,,,lane_average_precision,0.010379814918774405,-0.010485234098245488,0.040462007172129305,,500,exporter,2099797561988594846,kge_minus_nbfnet
paired_family_difference,chain_fixed_five_seed_mean,aluminium,a,,mean_0_4,,,,,,lane_average_precision,0.013845569424802811,-0.0021771610747525756,0.035612648278073124,,500,exporter,2099797561988594846,kge_minus_nbfnet
paired_family_difference,chain_seed,aluminium,b1,,0,,,,,,entry_average_precision_official_raw_max,0.1236558662107401,0.013511821944410484,0.22647435456953557,,500,exporter,5076596538779113604,kge_minus_nbfnet
paired_family_difference,chain_seed,aluminium,b1,,1,,,,,,entry_average_precision_official_raw_max,0.030989498943762128,-0.0807795720462021,0.17069089650864902,,500,exporter,5076596538779113604,kge_minus_nbfnet
paired_family_difference,chain_seed,aluminium,b1,,2,,,,,,entry_average_precision_official_raw_max,0.08812473637682278,0.007020285467418073,0.16400193427105705,,500,exporter,5076596538779113604,kge_minus_nbfnet
paired_family_difference,chain_seed,aluminium,b1,,3,,,,,,entry_average_precision_official_raw_max,0.01984935521706882,-0.0932644694535736,0.1363181119522435,,500,exporter,5076596538779113604,kge_minus_nbfnet
paired_family_difference,chain_seed,aluminium,b1,,4,,,,,,entry_average_precision_official_raw_max,0.06449268028998811,-0.04374551618241035,0.161070474425606,,500,exporter,5076596538779113604,kge_minus_nbfnet
paired_family_difference,chain_fixed_five_seed_mean,aluminium,b1,,mean_0_4,,,,,,entry_average_precision_official_raw_max,0.06542242740767638,-0.023393654129609996,0.1586066177623131,,500,exporter,5076596538779113604,kge_minus_nbfnet
paired_family_difference,chain_seed,aluminium,b2,,0,,,,,,positive_entry_macro_recall_at_3,-0.052993295019157116,-0.14307032247765006,0.021794380587484025,,500,exporter_stage,5968213905660225883,kge_minus_nbfnet
paired_family_difference,chain_seed,aluminium,b2,,1,,,,,,positive_entry_macro_recall_at_3,-0.1762345679012345,-0.27129629629629626,-0.09443672839506173,,500,exporter_stage,5968213905660225883,kge_minus_nbfnet
paired_family_difference,chain_seed,aluminium,b2,,2,,,,,,positive_entry_macro_recall_at_3,-0.13304065559812686,-0.23881046455938695,-0.030295804065559876,,500,exporter_stage,5968213905660225883,kge_minus_nbfnet
paired_family_difference,chain_seed,aluminium,b2,,3,,,,,,positive_entry_macro_recall_at_3,-0.12007769263516391,-0.20977197743720732,-0.03849157886334617,,500,exporter_stage,5968213905660225883,kge_minus_nbfnet
paired_family_difference,chain_seed,aluminium,b2,,4,,,,,,positive_entry_macro_recall_at_3,-0.12007769263516391,-0.23191617443593016,-0.018134046402724643,,500,exporter_stage,5968213905660225883,kge_minus_nbfnet
paired_family_difference,chain_fixed_five_seed_mean,aluminium,b2,,mean_0_4,,,,,,positive_entry_macro_recall_at_3,-0.12048478075776925,-0.18977568912303103,-0.059599483822903365,,500,exporter_stage,5968213905660225883,kge_minus_nbfnet
paired_family_difference,chain_seed,nickel,a,,0,,,,,,lane_average_precision,0.07941009335017243,0.04472057273261494,0.1137914773285554,,500,exporter,3269818270077104986,kge_minus_nbfnet
paired_family_difference,chain_seed,nickel,a,,1,,,,,,lane_average_precision,0.12287067965402974,0.0901702034893913,0.1553651062601205,,500,exporter,3269818270077104986,kge_minus_nbfnet
paired_family_difference,chain_seed,nickel,a,,2,,,,,,lane_average_precision,0.08289942313269827,0.047248662402387745,0.11940804098193149,,500,exporter,3269818270077104986,kge_minus_nbfnet
paired_family_difference,chain_seed,nickel,a,,3,,,,,,lane_average_precision,0.07360120481059548,0.042455547394192376,0.10562103713920866,,500,exporter,3269818270077104986,kge_minus_nbfnet
paired_family_difference,chain_seed,nickel,a,,4,,,,,,lane_average_precision,0.09729091608840845,0.06408152101300807,0.13131118493870322,,500,exporter,3269818270077104986,kge_minus_nbfnet
paired_family_difference,chain_fixed_five_seed_mean,nickel,a,,mean_0_4,,,,,,lane_average_precision,0.09121446340718087,0.05996336617312477,0.12390063353472149,,500,exporter,3269818270077104986,kge_minus_nbfnet
paired_family_difference,chain_seed,nickel,b1,,0,,,,,,entry_average_precision_official_raw_max,0.14284087834164855,0.042723954594799066,0.25079525279823023,,500,exporter,8913142780298267125,kge_minus_nbfnet
paired_family_difference,chain_seed,nickel,b1,,1,,,,,,entry_average_precision_official_raw_max,0.07626904358842712,-0.044688975355604385,0.17978619450042604,,500,exporter,8913142780298267125,kge_minus_nbfnet
paired_family_difference,chain_seed,nickel,b1,,2,,,,,,entry_average_precision_official_raw_max,0.15430978335988316,0.05708857086345188,0.2582861293560405,,500,exporter,8913142780298267125,kge_minus_nbfnet
paired_family_difference,chain_seed,nickel,b1,,3,,,,,,entry_average_precision_official_raw_max,0.22416542579723497,0.13273098327002777,0.33575198681210805,,500,exporter,8913142780298267125,kge_minus_nbfnet
paired_family_difference,chain_seed,nickel,b1,,4,,,,,,entry_average_precision_official_raw_max,0.14237156660383832,0.045531267353294734,0.25308202634877086,,500,exporter,8913142780298267125,kge_minus_nbfnet
paired_family_difference,chain_fixed_five_seed_mean,nickel,b1,,mean_0_4,,,,,,entry_average_precision_official_raw_max,0.14799133953820642,0.06928472882686512,0.2364854914046134,,500,exporter,8913142780298267125,kge_minus_nbfnet
paired_family_difference,chain_seed,nickel,b2,,0,,,,,,positive_entry_macro_recall_at_3,-0.13689782439782439,-0.24836708430458426,-0.020404768842268852,,500,exporter_stage,8035121396151221315,kge_minus_nbfnet
paired_family_difference,chain_seed,nickel,b2,,1,,,,,,positive_entry_macro_recall_at_3,-0.16265540015540011,-0.28627015345765344,-0.041396416083916115,,500,exporter_stage,8035121396151221315,kge_minus_nbfnet
paired_family_difference,chain_seed,nickel,b2,,2,,,,,,positive_entry_macro_recall_at_3,-0.09725135975135968,-0.21025883838383835,0.01723266317016315,,500,exporter_stage,8035121396151221315,kge_minus_nbfnet
paired_family_difference,chain_seed,nickel,b2,,3,,,,,,positive_entry_macro_recall_at_3,-0.06732711732711735,-0.21562621406371402,0.061345668220668094,,500,exporter_stage,8035121396151221315,kge_minus_nbfnet
paired_family_difference,chain_seed,nickel,b2,,4,,,,,,positive_entry_macro_recall_at_3,-0.1527777777777778,-0.2670770202020201,-0.04412878787878793,,500,exporter_stage,8035121396151221315,kge_minus_nbfnet
paired_family_difference,chain_fixed_five_seed_mean,nickel,b2,,mean_0_4,,,,,,positive_entry_macro_recall_at_3,-0.12338189588189588,-0.20382143550893547,-0.04510198135198139,,500,exporter_stage,8035121396151221315,kge_minus_nbfnet
paired_family_difference,chain_seed,cocoa,a,,0,,,,,,lane_average_precision,0.050892176209467344,0.020002100104253337,0.08235545736104967,,500,exporter,4758357503326965732,kge_minus_nbfnet
paired_family_difference,chain_seed,cocoa,a,,1,,,,,,lane_average_precision,0.061532525225273554,0.030533884480472378,0.09109875465263088,,500,exporter,4758357503326965732,kge_minus_nbfnet
paired_family_difference,chain_seed,cocoa,a,,2,,,,,,lane_average_precision,0.012529797198480186,-0.010311843460883211,0.03852011596426416,,500,exporter,4758357503326965732,kge_minus_nbfnet
paired_family_difference,chain_seed,cocoa,a,,3,,,,,,lane_average_precision,0.03878013629754301,0.00717463155231726,0.0700832245278984,,500,exporter,4758357503326965732,kge_minus_nbfnet
paired_family_difference,chain_seed,cocoa,a,,4,,,,,,lane_average_precision,0.03529348392613388,0.005491883085064559,0.06550480396094609,,500,exporter,4758357503326965732,kge_minus_nbfnet
paired_family_difference,chain_fixed_five_seed_mean,cocoa,a,,mean_0_4,,,,,,lane_average_precision,0.0398056237713796,0.01222031464731336,0.06708945021187049,,500,exporter,4758357503326965732,kge_minus_nbfnet
paired_family_difference,chain_seed,cocoa,b1,,0,,,,,,entry_average_precision_official_raw_max,0.1876123505061621,0.056108174011413846,0.3130499010026363,,500,exporter,4570129459957891464,kge_minus_nbfnet
paired_family_difference,chain_seed,cocoa,b1,,1,,,,,,entry_average_precision_official_raw_max,0.2194075755081027,0.07738092887780998,0.33548468191634945,,500,exporter,4570129459957891464,kge_minus_nbfnet
paired_family_difference,chain_seed,cocoa,b1,,2,,,,,,entry_average_precision_official_raw_max,0.1742184574862451,-0.0037392192379722303,0.32313934333606736,,500,exporter,4570129459957891464,kge_minus_nbfnet
paired_family_difference,chain_seed,cocoa,b1,,3,,,,,,entry_average_precision_official_raw_max,0.21933757329919668,0.06469167548350171,0.33178421371801115,,500,exporter,4570129459957891464,kge_minus_nbfnet
paired_family_difference,chain_seed,cocoa,b1,,4,,,,,,entry_average_precision_official_raw_max,0.15992159428640423,0.00420401103298345,0.27998749927680006,,500,exporter,4570129459957891464,kge_minus_nbfnet
paired_family_difference,chain_fixed_five_seed_mean,cocoa,b1,,mean_0_4,,,,,,entry_average_precision_official_raw_max,0.19209951021722219,0.058153889933228634,0.2890735774830838,,500,exporter,4570129459957891464,kge_minus_nbfnet
paired_family_difference,chain_seed,cocoa,b2,,0,,,,,,positive_entry_macro_recall_at_3,-0.08690476190476187,-0.2250595238095238,0.08288690476190463,,500,exporter_stage,5897416343071659256,kge_minus_nbfnet
paired_family_difference,chain_seed,cocoa,b2,,1,,,,,,positive_entry_macro_recall_at_3,0.0,-0.14644841269841266,0.16599206349206339,,500,exporter_stage,5897416343071659256,kge_minus_nbfnet
paired_family_difference,chain_seed,cocoa,b2,,2,,,,,,positive_entry_macro_recall_at_3,-0.050793650793650835,-0.18930555555555553,0.08199404761904758,,500,exporter_stage,5897416343071659256,kge_minus_nbfnet
paired_family_difference,chain_seed,cocoa,b2,,3,,,,,,positive_entry_macro_recall_at_3,-0.07420634920634916,-0.263531746031746,0.09504960317460316,,500,exporter_stage,5897416343071659256,kge_minus_nbfnet
paired_family_difference,chain_seed,cocoa,b2,,4,,,,,,positive_entry_macro_recall_at_3,-0.017063492063492114,-0.16497023809523806,0.14573412698412688,,500,exporter_stage,5897416343071659256,kge_minus_nbfnet
paired_family_difference,chain_fixed_five_seed_mean,cocoa,b2,,mean_0_4,,,,,,positive_entry_macro_recall_at_3,-0.045793650793650796,-0.15456746031746027,0.06529960317460308,,500,exporter_stage,5897416343071659256,kge_minus_nbfnet
paired_family_difference,chain_seed,oilseed-soy,a,,0,,,,,,lane_average_precision,0.009692483580669653,-0.008366097439695522,0.028148114079429406,,500,exporter,748508030324726455,kge_minus_nbfnet
paired_family_difference,chain_seed,oilseed-soy,a,,1,,,,,,lane_average_precision,0.012658092817731892,-0.009342233749724491,0.034843739193913904,,500,exporter,748508030324726455,kge_minus_nbfnet
paired_family_difference,chain_seed,oilseed-soy,a,,2,,,,,,lane_average_precision,0.015898079240276308,-0.0016792918169747854,0.030871667107101288,,500,exporter,748508030324726455,kge_minus_nbfnet
paired_family_difference,chain_seed,oilseed-soy,a,,3,,,,,,lane_average_precision,0.008706012861696422,-0.010934131595303199,0.027072468026072858,,500,exporter,748508030324726455,kge_minus_nbfnet
paired_family_difference,chain_seed,oilseed-soy,a,,4,,,,,,lane_average_precision,0.013350440973586092,-0.00861517681617502,0.03424510420293752,,500,exporter,748508030324726455,kge_minus_nbfnet
paired_family_difference,chain_fixed_five_seed_mean,oilseed-soy,a,,mean_0_4,,,,,,lane_average_precision,0.012061021894792074,-0.005231665482636973,0.02910622554353945,,500,exporter,748508030324726455,kge_minus_nbfnet
paired_family_difference,chain_seed,oilseed-soy,b1,,0,,,,,,entry_average_precision_official_raw_max,0.06831231981678504,-0.08108505954795042,0.2463735557081128,,500,exporter,9019390719722924588,kge_minus_nbfnet
paired_family_difference,chain_seed,oilseed-soy,b1,,1,,,,,,entry_average_precision_official_raw_max,0.07224803727624796,-0.1350400309711849,0.22800089652045405,,500,exporter,9019390719722924588,kge_minus_nbfnet
paired_family_difference,chain_seed,oilseed-soy,b1,,2,,,,,,entry_average_precision_official_raw_max,0.015033635579353666,-0.13669470024831373,0.19103045063980376,,500,exporter,9019390719722924588,kge_minus_nbfnet
paired_family_difference,chain_seed,oilseed-soy,b1,,3,,,,,,entry_average_precision_official_raw_max,0.08359921959630001,-0.093407932568708,0.25382373165394845,,500,exporter,9019390719722924588,kge_minus_nbfnet
paired_family_difference,chain_seed,oilseed-soy,b1,,4,,,,,,entry_average_precision_official_raw_max,-0.006002708428461512,-0.2118239596542933,0.1679945834851214,,500,exporter,9019390719722924588,kge_minus_nbfnet
paired_family_difference,chain_fixed_five_seed_mean,oilseed-soy,b1,,mean_0_4,,,,,,entry_average_precision_official_raw_max,0.04663810076804503,-0.10202914415630704,0.1856719953750777,,500,exporter,9019390719722924588,kge_minus_nbfnet
paired_family_difference,chain_seed,oilseed-soy,b2,,0,,,,,,positive_entry_macro_recall_at_3,-0.11944444444444446,-0.23954248366013073,0.0015972222222221787,,500,exporter_stage,5478799001237306420,kge_minus_nbfnet
paired_family_difference,chain_seed,oilseed-soy,b2,,1,,,,,,positive_entry_macro_recall_at_3,-0.1410947712418301,-0.27819240196078426,-0.023823529411764736,,500,exporter_stage,5478799001237306420,kge_minus_nbfnet
paired_family_difference,chain_seed,oilseed-soy,b2,,2,,,,,,positive_entry_macro_recall_at_3,-0.08104575163398695,-0.23204248366013072,0.05099673202614378,,500,exporter_stage,5478799001237306420,kge_minus_nbfnet
paired_family_difference,chain_seed,oilseed-soy,b2,,3,,,,,,positive_entry_macro_recall_at_3,-0.05980392156862749,-0.19710784313725488,0.08436274509803918,,500,exporter_stage,5478799001237306420,kge_minus_nbfnet
paired_family_difference,chain_seed,oilseed-soy,b2,,4,,,,,,positive_entry_macro_recall_at_3,-0.09697712418300658,-0.24004901960784306,0.02608047385620909,,500,exporter_stage,5478799001237306420,kge_minus_nbfnet
paired_family_difference,chain_fixed_five_seed_mean,oilseed-soy,b2,,mean_0_4,,,,,,positive_entry_macro_recall_at_3,-0.09967320261437912,-0.22189542483660132,-0.003235294117647092,,500,exporter_stage,5478799001237306420,kge_minus_nbfnet
paired_family_difference,fixed_six_chain_fixed_five_seed_mean,fixed_six,a,,mean_0_4,,,,,,lane_average_precision,0.02955599482253855,0.019649335475708334,0.039079393123369784,,500,stratified_within_chain,,The six declared chains and five declared seeds only; this interval does not support population inference over value chains.
paired_family_difference,fixed_six_chain_fixed_five_seed_mean,fixed_six,b1,,mean_0_4,,,,,,entry_average_precision_official_raw_max,0.11226645680096144,0.06420752006599678,0.1566578948971703,,500,stratified_within_chain,,The six declared chains and five declared seeds only; this interval does not support population inference over value chains.
paired_family_difference,fixed_six_chain_fixed_five_seed_mean,fixed_six,b2,,mean_0_4,,,,,,positive_entry_macro_recall_at_3,-0.16106176118078866,-0.20160256091929027,-0.12244228871814021,,500,stratified_within_chain,,The six declared chains and five declared seeds only; this interval does not support population inference over value chains.
budget_summary,chain_fixed_five_seed_mean,aluminium,a,kge,mean_0_4,,global_lanes,,,100,effective_k,100.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,aluminium,a,kge,mean_0_4,,global_lanes,,,100,observed_value_capture,0.009680703497293757,,,0.004729293462379143,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,aluminium,a,kge,mean_0_4,,global_lanes,,,100,precision,0.44799999999999995,,,0.041665333311999314,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,aluminium,a,kge,mean_0_4,,global_lanes,,,100,recall,0.012847720103240607,,,0.0011948762062517727,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,aluminium,a,kge,mean_0_4,,global_lanes,,,1000,effective_k,1000.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,aluminium,a,kge,mean_0_4,,global_lanes,,,1000,observed_value_capture,0.06752381820111877,,,0.005499103984520587,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,aluminium,a,kge,mean_0_4,,global_lanes,,,1000,precision,0.3298,,,0.007249827584156749,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,aluminium,a,kge,mean_0_4,,global_lanes,,,1000,recall,0.09457986808144538,,,0.0020791016874553325,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,aluminium,a,kge,mean_0_4,,global_lanes,,,250,effective_k,250.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,aluminium,a,kge,mean_0_4,,global_lanes,,,250,observed_value_capture,0.017724262088239077,,,0.006334686322816683,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,aluminium,a,kge,mean_0_4,,global_lanes,,,250,precision,0.388,,,0.027597101297056555,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,aluminium,a,kge,mean_0_4,,global_lanes,,,250,recall,0.027817608259248637,,,0.0019785704973513435,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,aluminium,a,kge,mean_0_4,,global_lanes,,,50,effective_k,50.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,aluminium,a,kge,mean_0_4,,global_lanes,,,50,observed_value_capture,0.003587114026912337,,,0.0032440338671148278,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,aluminium,a,kge,mean_0_4,,global_lanes,,,50,precision,0.44800000000000006,,,0.032496153618543834,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,aluminium,a,kge,mean_0_4,,global_lanes,,,50,recall,0.006423860051620304,,,0.0004659614800479471,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,aluminium,a,kge,mean_0_4,,global_lanes,,,500,effective_k,500.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,aluminium,a,kge,mean_0_4,,global_lanes,,,500,observed_value_capture,0.036051944056020954,,,0.005298309599615636,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,aluminium,a,kge,mean_0_4,,global_lanes,,,500,precision,0.3572,,,0.007332121111929351,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,aluminium,a,kge,mean_0_4,,global_lanes,,,500,recall,0.05121881273300831,,,0.001051350890726893,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,aluminium,a,kge,mean_0_4,,per_exporter_lanes,,,10,effective_k_max,10.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,aluminium,a,kge,mean_0_4,,per_exporter_lanes,,,10,effective_k_mean,10.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,aluminium,a,kge,mean_0_4,,per_exporter_lanes,,,10,effective_k_min,10.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,aluminium,a,kge,mean_0_4,,per_exporter_lanes,,,10,group_count,124.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,aluminium,a,kge,mean_0_4,,per_exporter_lanes,,,10,macro_observed_value_capture,0.17882779382229497,,,0.007792489142160975,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,aluminium,a,kge,mean_0_4,,per_exporter_lanes,,,10,macro_precision,0.2232258064516129,,,0.00935483870967741,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,aluminium,a,kge,mean_0_4,,per_exporter_lanes,,,10,macro_recall,0.16472148293559116,,,0.006420585144908105,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,aluminium,a,kge,mean_0_4,,per_exporter_lanes,,,5,effective_k_max,5.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,aluminium,a,kge,mean_0_4,,per_exporter_lanes,,,5,effective_k_mean,5.0,,,0.0,5,,,descriptive fixed-seed summary
