section,aggregation_scope,chain,task,family,seed,method,budget_scope,b1_budget,b2_budget,requested_k,metric,point,lower_95,upper_95,std,n,cluster_unit,bootstrap_seed,note
budget_summary,chain_fixed_five_seed_mean,nickel,a,kge,mean_0_4,,global_lanes,,,1000,precision,0.3004,,,0.0063435006108614874,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,kge,mean_0_4,,global_lanes,,,1000,recall,0.19207161125319694,,,0.004055946682136502,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,kge,mean_0_4,,global_lanes,,,250,effective_k,250.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,kge,mean_0_4,,global_lanes,,,250,observed_value_capture,0.02308562457358676,,,0.005941116438699913,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,kge,mean_0_4,,global_lanes,,,250,precision,0.33999999999999997,,,0.013623509092741109,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,kge,mean_0_4,,global_lanes,,,250,recall,0.05434782608695652,,,0.0021776708907834275,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,kge,mean_0_4,,global_lanes,,,50,effective_k,50.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,kge,mean_0_4,,global_lanes,,,50,observed_value_capture,0.003834703780284503,,,0.0006480374926636116,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,kge,mean_0_4,,global_lanes,,,50,precision,0.41200000000000003,,,0.05741080037762929,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,kge,mean_0_4,,global_lanes,,,50,recall,0.013171355498721227,,,0.0018353836437861027,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,kge,mean_0_4,,global_lanes,,,500,effective_k,500.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,kge,mean_0_4,,global_lanes,,,500,observed_value_capture,0.07582438617225461,,,0.05328915513398931,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,kge,mean_0_4,,global_lanes,,,500,precision,0.3176,,,0.007631513611335572,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,kge,mean_0_4,,global_lanes,,,500,recall,0.10153452685421996,,,0.0024397422031123923,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,kge,mean_0_4,,per_exporter_lanes,,,10,effective_k_max,10.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,kge,mean_0_4,,per_exporter_lanes,,,10,effective_k_mean,10.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,kge,mean_0_4,,per_exporter_lanes,,,10,effective_k_min,10.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,kge,mean_0_4,,per_exporter_lanes,,,10,group_count,73.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,kge,mean_0_4,,per_exporter_lanes,,,10,macro_observed_value_capture,0.19869720533058852,,,0.013088378770583936,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,kge,mean_0_4,,per_exporter_lanes,,,10,macro_precision,0.22219178082191782,,,0.008099586574846305,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,kge,mean_0_4,,per_exporter_lanes,,,10,macro_recall,0.18203054718375186,,,0.00933258294492401,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,kge,mean_0_4,,per_exporter_lanes,,,5,effective_k_max,5.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,kge,mean_0_4,,per_exporter_lanes,,,5,effective_k_mean,5.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,kge,mean_0_4,,per_exporter_lanes,,,5,effective_k_min,5.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,kge,mean_0_4,,per_exporter_lanes,,,5,group_count,73.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,kge,mean_0_4,,per_exporter_lanes,,,5,macro_observed_value_capture,0.12945750562183742,,,0.013897195273628031,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,kge,mean_0_4,,per_exporter_lanes,,,5,macro_precision,0.25150684931506845,,,0.01312783402817635,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,kge,mean_0_4,,per_exporter_lanes,,,5,macro_recall,0.1186842147292257,,,0.006711638374560696,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,nbfnet,mean_0_4,,global_lanes,,,100,effective_k,100.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,nbfnet,mean_0_4,,global_lanes,,,100,observed_value_capture,0.03718563245085608,,,0.03512817168002811,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,nbfnet,mean_0_4,,global_lanes,,,100,precision,0.288,,,0.03969886648255841,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,nbfnet,mean_0_4,,global_lanes,,,100,recall,0.018414322250639388,,,0.0025382906958157556,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,nbfnet,mean_0_4,,global_lanes,,,1000,effective_k,1000.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,nbfnet,mean_0_4,,global_lanes,,,1000,observed_value_capture,0.2123596589805327,,,0.0810149299804659,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,nbfnet,mean_0_4,,global_lanes,,,1000,precision,0.21400000000000002,,,0.02600769117011351,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,nbfnet,mean_0_4,,global_lanes,,,1000,recall,0.1368286445012788,,,0.016628958548665924,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,nbfnet,mean_0_4,,global_lanes,,,250,effective_k,250.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,nbfnet,mean_0_4,,global_lanes,,,250,observed_value_capture,0.07727002466832736,,,0.036169099732410004,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,nbfnet,mean_0_4,,global_lanes,,,250,precision,0.2656,,,0.0338088745745847,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,nbfnet,mean_0_4,,global_lanes,,,250,recall,0.04245524296675192,,,0.005404231869338986,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,nbfnet,mean_0_4,,global_lanes,,,50,effective_k,50.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,nbfnet,mean_0_4,,global_lanes,,,50,observed_value_capture,0.013910451579969108,,,0.019130676143549748,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,nbfnet,mean_0_4,,global_lanes,,,50,precision,0.276,,,0.029393876913398138,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,nbfnet,mean_0_4,,global_lanes,,,50,recall,0.008823529411764707,,,0.0009397019473592756,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,nbfnet,mean_0_4,,global_lanes,,,500,effective_k,500.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,nbfnet,mean_0_4,,global_lanes,,,500,observed_value_capture,0.13766032964632458,,,0.050774744356863695,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,nbfnet,mean_0_4,,global_lanes,,,500,precision,0.2408,,,0.026671332925071428,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,nbfnet,mean_0_4,,global_lanes,,,500,recall,0.07698209718670077,,,0.008526640960700587,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,nbfnet,mean_0_4,,per_exporter_lanes,,,10,effective_k_max,10.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,nbfnet,mean_0_4,,per_exporter_lanes,,,10,effective_k_mean,10.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,nbfnet,mean_0_4,,per_exporter_lanes,,,10,effective_k_min,10.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,nbfnet,mean_0_4,,per_exporter_lanes,,,10,group_count,73.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,nbfnet,mean_0_4,,per_exporter_lanes,,,10,macro_observed_value_capture,0.19288440508847382,,,0.02542680429483571,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,nbfnet,mean_0_4,,per_exporter_lanes,,,10,macro_precision,0.1841095890410959,,,0.014512791932218107,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,nbfnet,mean_0_4,,per_exporter_lanes,,,10,macro_recall,0.17863084258591297,,,0.02334277362238279,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,nbfnet,mean_0_4,,per_exporter_lanes,,,5,effective_k_max,5.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,nbfnet,mean_0_4,,per_exporter_lanes,,,5,effective_k_mean,5.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,nbfnet,mean_0_4,,per_exporter_lanes,,,5,effective_k_min,5.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,nbfnet,mean_0_4,,per_exporter_lanes,,,5,group_count,73.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,nbfnet,mean_0_4,,per_exporter_lanes,,,5,macro_observed_value_capture,0.13533347557839343,,,0.01571266506653541,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,nbfnet,mean_0_4,,per_exporter_lanes,,,5,macro_precision,0.20986301369863009,,,0.012803639940326498,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,a,nbfnet,mean_0_4,,per_exporter_lanes,,,5,macro_recall,0.12532667183812185,,,0.01597252136369299,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b1,kge,mean_0_4,,global_entries,,,100,effective_k,100.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b1,kge,mean_0_4,,global_entries,,,100,observed_value_capture,0.2730124150666631,,,0.06672867738066511,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b1,kge,mean_0_4,,global_entries,,,100,precision,0.366,,,0.03199999999999999,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b1,kge,mean_0_4,,global_entries,,,100,recall,0.5545454545454545,,,0.04848484848484849,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b1,kge,mean_0_4,,global_entries,,,25,effective_k,25.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b1,kge,mean_0_4,,global_entries,,,25,observed_value_capture,0.07839178003609334,,,0.014946951008874783,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b1,kge,mean_0_4,,global_entries,,,25,precision,0.496,,,0.0407921561087423,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b1,kge,mean_0_4,,global_entries,,,25,recall,0.18787878787878787,,,0.015451574283614503,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b1,kge,mean_0_4,,global_entries,,,250,effective_k,250.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b1,kge,mean_0_4,,global_entries,,,250,observed_value_capture,0.873103455955379,,,0.24871864146846281,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b1,kge,mean_0_4,,global_entries,,,250,precision,0.2544,,,0.004079215610874232,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b1,kge,mean_0_4,,global_entries,,,250,recall,0.9636363636363636,,,0.015451574283614483,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b1,kge,mean_0_4,,global_entries,,,50,effective_k,50.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b1,kge,mean_0_4,,global_entries,,,50,observed_value_capture,0.15586384884616328,,,0.08122692583381101,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b1,kge,mean_0_4,,global_entries,,,50,precision,0.42000000000000004,,,0.04732863826479693,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b1,kge,mean_0_4,,global_entries,,,50,recall,0.31818181818181823,,,0.03585502898848253,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b1,nbfnet,mean_0_4,,global_entries,,,100,effective_k,100.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b1,nbfnet,mean_0_4,,global_entries,,,100,observed_value_capture,0.5857859600788664,,,0.2611854614851795,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b1,nbfnet,mean_0_4,,global_entries,,,100,precision,0.246,,,0.036660605559646724,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b1,nbfnet,mean_0_4,,global_entries,,,100,recall,0.3727272727272727,,,0.05554637206007079,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b1,nbfnet,mean_0_4,,global_entries,,,25,effective_k,25.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b1,nbfnet,mean_0_4,,global_entries,,,25,observed_value_capture,0.06348259509793157,,,0.03361263682202025,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b1,nbfnet,mean_0_4,,global_entries,,,25,precision,0.30400000000000005,,,0.13047605144240074,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b1,nbfnet,mean_0_4,,global_entries,,,25,recall,0.11515151515151516,,,0.04942274675848512,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b1,nbfnet,mean_0_4,,global_entries,,,250,effective_k,250.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b1,nbfnet,mean_0_4,,global_entries,,,250,observed_value_capture,0.9680258979480618,,,0.010353595218115701,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b1,nbfnet,mean_0_4,,global_entries,,,250,precision,0.21280000000000002,,,0.011702991070662238,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b1,nbfnet,mean_0_4,,global_entries,,,250,recall,0.806060606060606,,,0.044329511631296344,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b1,nbfnet,mean_0_4,,global_entries,,,50,effective_k,50.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b1,nbfnet,mean_0_4,,global_entries,,,50,observed_value_capture,0.1522921079590847,,,0.0786892975277764,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b1,nbfnet,mean_0_4,,global_entries,,,50,precision,0.256,,,0.06621178142898738,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b1,nbfnet,mean_0_4,,global_entries,,,50,recall,0.19393939393939394,,,0.05016044047650559,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b2,kge,mean_0_4,,per_positive_entry_destinations,,,1,effective_k_max,1.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b2,kge,mean_0_4,,per_positive_entry_destinations,,,1,effective_k_mean,1.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b2,kge,mean_0_4,,per_positive_entry_destinations,,,1,effective_k_min,1.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b2,kge,mean_0_4,,per_positive_entry_destinations,,,1,macro_observed_value_capture,0.08666491142412788,,,0.023876648094391356,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b2,kge,mean_0_4,,per_positive_entry_destinations,,,1,macro_recall,0.08419191919191918,,,0.021842689892142716,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b2,kge,mean_0_4,,per_positive_entry_destinations,,,1,positive_entry_groups,66.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b2,kge,mean_0_4,,per_positive_entry_destinations,,,3,effective_k_max,3.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b2,kge,mean_0_4,,per_positive_entry_destinations,,,3,effective_k_mean,3.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b2,kge,mean_0_4,,per_positive_entry_destinations,,,3,effective_k_min,3.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b2,kge,mean_0_4,,per_positive_entry_destinations,,,3,macro_observed_value_capture,0.2247035663604769,,,0.04568635861854859,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b2,kge,mean_0_4,,per_positive_entry_destinations,,,3,macro_recall,0.20205710955710954,,,0.04390969049877772,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b2,kge,mean_0_4,,per_positive_entry_destinations,,,3,positive_entry_groups,66.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b2,kge,mean_0_4,,per_positive_entry_destinations,,,5,effective_k_max,5.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b2,kge,mean_0_4,,per_positive_entry_destinations,,,5,effective_k_mean,5.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b2,kge,mean_0_4,,per_positive_entry_destinations,,,5,effective_k_min,5.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b2,kge,mean_0_4,,per_positive_entry_destinations,,,5,macro_observed_value_capture,0.33422303321621233,,,0.029109607152510795,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b2,kge,mean_0_4,,per_positive_entry_destinations,,,5,macro_recall,0.3071250971250971,,,0.02481496288596457,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b2,kge,mean_0_4,,per_positive_entry_destinations,,,5,positive_entry_groups,66.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b2,nbfnet,mean_0_4,,per_positive_entry_destinations,,,1,effective_k_max,1.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b2,nbfnet,mean_0_4,,per_positive_entry_destinations,,,1,effective_k_mean,1.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b2,nbfnet,mean_0_4,,per_positive_entry_destinations,,,1,effective_k_min,1.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b2,nbfnet,mean_0_4,,per_positive_entry_destinations,,,1,macro_observed_value_capture,0.18150028958090453,,,0.03831139788792134,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b2,nbfnet,mean_0_4,,per_positive_entry_destinations,,,1,macro_recall,0.15925990675990673,,,0.032561372471984255,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b2,nbfnet,mean_0_4,,per_positive_entry_destinations,,,1,positive_entry_groups,66.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b2,nbfnet,mean_0_4,,per_positive_entry_destinations,,,3,effective_k_max,3.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b2,nbfnet,mean_0_4,,per_positive_entry_destinations,,,3,effective_k_mean,3.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b2,nbfnet,mean_0_4,,per_positive_entry_destinations,,,3,effective_k_min,3.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b2,nbfnet,mean_0_4,,per_positive_entry_destinations,,,3,macro_observed_value_capture,0.3578512527510365,,,0.03725528044379452,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b2,nbfnet,mean_0_4,,per_positive_entry_destinations,,,3,macro_recall,0.3254390054390054,,,0.031708618582524474,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b2,nbfnet,mean_0_4,,per_positive_entry_destinations,,,3,positive_entry_groups,66.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b2,nbfnet,mean_0_4,,per_positive_entry_destinations,,,5,effective_k_max,5.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b2,nbfnet,mean_0_4,,per_positive_entry_destinations,,,5,effective_k_mean,5.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b2,nbfnet,mean_0_4,,per_positive_entry_destinations,,,5,effective_k_min,5.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b2,nbfnet,mean_0_4,,per_positive_entry_destinations,,,5,macro_observed_value_capture,0.4531388486220074,,,0.06921682942860817,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b2,nbfnet,mean_0_4,,per_positive_entry_destinations,,,5,macro_recall,0.41850233100233103,,,0.06306932884415474,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,nickel,b2,nbfnet,mean_0_4,,per_positive_entry_destinations,,,5,positive_entry_groups,66.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,oilseed-soy,a,kge,mean_0_4,,global_lanes,,,100,effective_k,100.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,oilseed-soy,a,kge,mean_0_4,,global_lanes,,,100,observed_value_capture,0.022803615761278474,,,0.008799904821423819,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,oilseed-soy,a,kge,mean_0_4,,global_lanes,,,100,precision,0.31,,,0.017888543819998333,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,oilseed-soy,a,kge,mean_0_4,,global_lanes,,,100,recall,0.029980657640232104,,,0.0017300332514505138,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,oilseed-soy,a,kge,mean_0_4,,global_lanes,,,1000,effective_k,1000.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,oilseed-soy,a,kge,mean_0_4,,global_lanes,,,1000,observed_value_capture,0.19573528619248423,,,0.02347150809324135,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,oilseed-soy,a,kge,mean_0_4,,global_lanes,,,1000,precision,0.21000000000000002,,,0.005099019513592779,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,oilseed-soy,a,kge,mean_0_4,,global_lanes,,,1000,recall,0.20309477756286265,,,0.004931353494770585,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,oilseed-soy,a,kge,mean_0_4,,global_lanes,,,250,effective_k,250.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,oilseed-soy,a,kge,mean_0_4,,global_lanes,,,250,observed_value_capture,0.0550569643885644,,,0.004429649059349558,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,oilseed-soy,a,kge,mean_0_4,,global_lanes,,,250,precision,0.2656,,,0.013763720427268198,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,oilseed-soy,a,kge,mean_0_4,,global_lanes,,,250,recall,0.06421663442940037,,,0.0033277854031112672,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,oilseed-soy,a,kge,mean_0_4,,global_lanes,,,50,effective_k,50.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,oilseed-soy,a,kge,mean_0_4,,global_lanes,,,50,observed_value_capture,0.011183109959556464,,,0.007563646888085939,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,oilseed-soy,a,kge,mean_0_4,,global_lanes,,,50,precision,0.31999999999999995,,,0.04195235392680607,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,oilseed-soy,a,kge,mean_0_4,,global_lanes,,,50,recall,0.015473887814313345,,,0.002028643806905515,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,oilseed-soy,a,kge,mean_0_4,,global_lanes,,,500,effective_k,500.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,oilseed-soy,a,kge,mean_0_4,,global_lanes,,,500,observed_value_capture,0.09574682740626768,,,0.006980205387124836,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,oilseed-soy,a,kge,mean_0_4,,global_lanes,,,500,precision,0.23559999999999998,,,0.010071742649611333,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,oilseed-soy,a,kge,mean_0_4,,global_lanes,,,500,recall,0.11392649903288202,,,0.00487028174546003,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,oilseed-soy,a,kge,mean_0_4,,per_exporter_lanes,,,10,effective_k_max,10.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,oilseed-soy,a,kge,mean_0_4,,per_exporter_lanes,,,10,effective_k_mean,10.0,,,0.0,5,,,descriptive fixed-seed summary
budget_summary,chain_fixed_five_seed_mean,oilseed-soy,a,kge,mean_0_4,,per_exporter_lanes,,,10,effective_k_min,10.0,,,0.0,5,,,descriptive fixed-seed summary
