chain,sensitivity,slice,track,model,status,n,positives,clusters_or_entry_groups,primary_metric,primary_value,ci95_low,ci95_high,cluster_unit
aluminium,identity,exporter_seen,B2,processed_importer_demand,complete,6698,145,48,macro_recall_at_3,0.1419699872286079,0.07772230204342273,0.23097401819923372,exporter_stage_entry
aluminium,identity,exporter_seen,B2,gravity,complete,6698,145,48,macro_recall_at_3,0.20490900383141764,0.10622715118135377,0.29588411957215843,exporter_stage_entry
aluminium,identity,exporter_seen,B2,historical_logistic_demand_gravity,complete,6698,145,48,macro_recall_at_3,0.23803480204342273,0.14471184546615581,0.35783225574712646,exporter_stage_entry
aluminium,identity,exporter_unseen,A,size,complete,10123,174,28,average_precision,0.19171776158747528,0.057166128760562596,0.27223689806045814,exporter
aluminium,identity,exporter_unseen,A,gravity,complete,10123,174,28,average_precision,0.10101827281639986,0.053903277262119124,0.16414259941210024,exporter
aluminium,identity,exporter_unseen,A,historical_logistic_size_gravity,complete,10123,174,28,average_precision,0.15087511410064705,0.0692742307333517,0.26272304166412896,exporter
aluminium,identity,exporter_unseen,B1,upstream_capacity,complete,149,24,39,average_precision,0.21633339510971164,0.12765550019987368,0.42579452136141555,exporter
aluminium,identity,exporter_unseen,B1,historical_logistic_structural,complete,149,24,39,average_precision,0.31105434555067774,0.20506159333301885,0.5119380978786757,exporter
aluminium,identity,exporter_unseen,B2,processed_importer_demand,complete,3863,36,24,macro_recall_at_3,0.09375,0.010156250000000006,0.19791666666666666,exporter_stage_entry
aluminium,identity,exporter_unseen,B2,gravity,complete,3863,36,24,macro_recall_at_3,0.3958333333333333,0.21848958333333335,0.5520833333333334,exporter_stage_entry
aluminium,identity,exporter_unseen,B2,historical_logistic_demand_gravity,complete,3863,36,24,macro_recall_at_3,0.2916666666666667,0.14583333333333334,0.4377604166666667,exporter_stage_entry
aluminium,identity,importer_seen,A,size,complete,76417,3387,124,average_precision,0.15591683560333183,0.1354857951759997,0.18163290333612547,exporter
aluminium,identity,importer_seen,A,gravity,complete,76417,3387,124,average_precision,0.16843661337164476,0.14353109367064057,0.20076540287793165,exporter
aluminium,identity,importer_seen,A,historical_logistic_size_gravity,complete,76417,3387,124,average_precision,0.18293377505505398,0.1544745116173188,0.2169479048225667,exporter
aluminium,identity,importer_seen,B2,processed_importer_demand,complete,9858,176,71,macro_recall_at_3,0.127669850520749,0.06926764610652421,0.19998360854783875,exporter_stage_entry
aluminium,identity,importer_seen,B2,gravity,complete,9858,176,71,macro_recall_at_3,0.27233284766067667,0.1845821866062274,0.36301805083373806,exporter_stage_entry
aluminium,identity,importer_seen,B2,historical_logistic_demand_gravity,complete,9858,176,71,macro_recall_at_3,0.2595164858885111,0.16845002967999564,0.330811478063785,exporter_stage_entry
aluminium,identity,importer_unseen,A,size,complete,4795,100,124,average_precision,0.24418752427550264,0.15028054149309056,0.37017933800018077,exporter
aluminium,identity,importer_unseen,A,gravity,complete,4795,100,124,average_precision,0.1395314986731972,0.07611044441282676,0.25324841039017393,exporter
aluminium,identity,importer_unseen,A,historical_logistic_size_gravity,complete,4795,100,124,average_precision,0.22344148147886034,0.14274194694978362,0.35659711942946265,exporter
aluminium,identity,importer_unseen,B2,processed_importer_demand,complete,60,5,5,macro_recall_at_3,0.4,0.0,0.8,exporter_stage_entry
aluminium,identity,importer_unseen,B2,gravity,complete,60,5,5,macro_recall_at_3,1.0,1.0,1.0,exporter_stage_entry
aluminium,identity,importer_unseen,B2,historical_logistic_demand_gravity,complete,60,5,5,macro_recall_at_3,0.8,0.4,1.0,exporter_stage_entry
aluminium,entity_exclusion,exclude_hubs,A,size,complete,71873,2837,117,average_precision,0.15074958940798466,0.13229445706143408,0.17188631815141278,exporter
aluminium,entity_exclusion,exclude_hubs,A,gravity,complete,71873,2837,117,average_precision,0.1669235755102132,0.13765764567948952,0.1952333270783245,exporter
aluminium,entity_exclusion,exclude_hubs,A,historical_logistic_size_gravity,complete,71873,2837,117,average_precision,0.18038054844000972,0.1503267256224088,0.20877095181193617,exporter
aluminium,entity_exclusion,exclude_hubs,B1,upstream_capacity,complete,354,72,105,average_precision,0.26220767257190736,0.18790421029508245,0.38827063059760086,exporter
aluminium,entity_exclusion,exclude_hubs,B1,historical_logistic_structural,complete,354,72,105,average_precision,0.4158670082728866,0.3159914071799906,0.546607072787991,exporter
aluminium,entity_exclusion,exclude_hubs,B2,processed_importer_demand,complete,9885,172,71,macro_recall_at_3,0.12983176838810642,0.07023082942097027,0.20364192097026604,exporter_stage_entry
aluminium,entity_exclusion,exclude_hubs,B2,gravity,complete,9885,172,71,macro_recall_at_3,0.27400886802295255,0.18043035993740222,0.3571322378716745,exporter_stage_entry
aluminium,entity_exclusion,exclude_hubs,B2,historical_logistic_demand_gravity,complete,9885,172,71,macro_recall_at_3,0.2613262910798122,0.17696889671361504,0.3603755868544601,exporter_stage_entry
aluminium,entity_exclusion,exclude_bad_iso,A,size,complete,81212,3487,124,average_precision,0.15726923872268303,0.13722877765432054,0.18006759231521655,exporter
aluminium,entity_exclusion,exclude_bad_iso,A,gravity,complete,81212,3487,124,average_precision,0.16699738907198358,0.14270207032975046,0.1971838517927079,exporter
aluminium,entity_exclusion,exclude_bad_iso,A,historical_logistic_size_gravity,complete,81212,3487,124,average_precision,0.18239968134407625,0.1594554119217403,0.21423902976669967,exporter
aluminium,entity_exclusion,exclude_bad_iso,B1,upstream_capacity,complete,358,72,107,average_precision,0.26107238138897615,0.19477228212937153,0.37174100672877874,exporter
aluminium,entity_exclusion,exclude_bad_iso,B1,historical_logistic_structural,complete,358,72,107,average_precision,0.4147307430294906,0.3074048276137777,0.5308006009220747,exporter
aluminium,entity_exclusion,exclude_bad_iso,B2,processed_importer_demand,complete,10561,181,72,macro_recall_at_3,0.12589665815240528,0.07316903469561516,0.1959186089825458,exporter_stage_entry
aluminium,entity_exclusion,exclude_bad_iso,B2,gravity,complete,10561,181,72,macro_recall_at_3,0.2685504469987229,0.18692375744997874,0.35284662356321844,exporter_stage_entry
aluminium,entity_exclusion,exclude_bad_iso,B2,historical_logistic_demand_gravity,complete,10561,181,72,macro_recall_at_3,0.2559120902511707,0.1712743454661558,0.3520428240740741,exporter_stage_entry
aluminium,entity_exclusion,exclude_hubs_and_bad_iso,A,size,complete,71873,2837,117,average_precision,0.15074958940798466,0.12651258324778333,0.1766566696651081,exporter
aluminium,entity_exclusion,exclude_hubs_and_bad_iso,A,gravity,complete,71873,2837,117,average_precision,0.1669235755102132,0.13890870296016516,0.20129257087618205,exporter
aluminium,entity_exclusion,exclude_hubs_and_bad_iso,A,historical_logistic_size_gravity,complete,71873,2837,117,average_precision,0.18038054844000972,0.1512346186725784,0.20976655271899747,exporter
aluminium,entity_exclusion,exclude_hubs_and_bad_iso,B1,upstream_capacity,complete,354,72,105,average_precision,0.26220767257190736,0.18895019192749413,0.3646627530748235,exporter
aluminium,entity_exclusion,exclude_hubs_and_bad_iso,B1,historical_logistic_structural,complete,354,72,105,average_precision,0.4158670082728866,0.31355799291205944,0.5415405490317439,exporter
aluminium,entity_exclusion,exclude_hubs_and_bad_iso,B2,processed_importer_demand,complete,9885,172,71,macro_recall_at_3,0.12983176838810642,0.06949383802816901,0.19872261345852896,exporter_stage_entry
aluminium,entity_exclusion,exclude_hubs_and_bad_iso,B2,gravity,complete,9885,172,71,macro_recall_at_3,0.27400886802295255,0.18117533907146585,0.3677464788732394,exporter_stage_entry
aluminium,entity_exclusion,exclude_hubs_and_bad_iso,B2,historical_logistic_demand_gravity,complete,9885,172,71,macro_recall_at_3,0.2613262910798122,0.17974765258215963,0.36424882629107985,exporter_stage_entry
aluminium,threshold_outcome_only,threshold_50_kusd,A,size,complete,81212,5135,124,average_precision,0.19893010369549927,0.1707221024172287,0.22753481027336792,exporter
aluminium,threshold_outcome_only,threshold_50_kusd,A,gravity,complete,81212,5135,124,average_precision,0.22285932037354808,0.1947394676823675,0.25206423076177675,exporter
aluminium,threshold_outcome_only,threshold_50_kusd,A,historical_logistic_size_gravity,complete,81212,5135,124,average_precision,0.23626949838261918,0.20947167198579209,0.26483537875825647,exporter
aluminium,threshold_outcome_only,threshold_50_kusd,B1,upstream_capacity,complete,358,105,107,average_precision,0.3756450658784619,0.28884506526020237,0.47730440093302734,exporter
aluminium,threshold_outcome_only,threshold_50_kusd,B1,historical_logistic_structural,complete,358,105,107,average_precision,0.5561651163765384,0.4626835866668556,0.6593751783047492,exporter
aluminium,threshold_outcome_only,threshold_50_kusd,B2,processed_importer_demand,complete,15549,259,105,macro_recall_at_3,0.12255055733316603,0.08305275320492712,0.18307920823138213,exporter_stage_entry
aluminium,threshold_outcome_only,threshold_50_kusd,B2,gravity,complete,15549,259,105,macro_recall_at_3,0.25144383796557707,0.17947760733630302,0.31356670744714227,exporter_stage_entry
aluminium,threshold_outcome_only,threshold_50_kusd,B2,historical_logistic_demand_gravity,complete,15549,259,105,macro_recall_at_3,0.23230524708785577,0.16273274672187715,0.31358949745906267,exporter_stage_entry
aluminium,threshold_outcome_only,threshold_100_kusd,A,size,complete,81212,3487,124,average_precision,0.15726923872268303,0.13745527012968095,0.17807520357436707,exporter
aluminium,threshold_outcome_only,threshold_100_kusd,A,gravity,complete,81212,3487,124,average_precision,0.16699738907198358,0.14120621225111685,0.19549292675828694,exporter
aluminium,threshold_outcome_only,threshold_100_kusd,A,historical_logistic_size_gravity,complete,81212,3487,124,average_precision,0.18239968134407625,0.1574263540226255,0.20872417063039148,exporter
aluminium,threshold_outcome_only,threshold_100_kusd,B1,upstream_capacity,complete,358,72,107,average_precision,0.26107238138897615,0.18865703865230019,0.37847393559162074,exporter
aluminium,threshold_outcome_only,threshold_100_kusd,B1,historical_logistic_structural,complete,358,72,107,average_precision,0.4147307430294906,0.32358202024364086,0.5364825892960271,exporter
aluminium,threshold_outcome_only,threshold_100_kusd,B2,processed_importer_demand,complete,10561,181,72,macro_recall_at_3,0.12589665815240528,0.06582175925925926,0.19570681673052365,exporter_stage_entry
aluminium,threshold_outcome_only,threshold_100_kusd,B2,gravity,complete,10561,181,72,macro_recall_at_3,0.2685504469987229,0.17998177415921668,0.3584126889101746,exporter_stage_entry
aluminium,threshold_outcome_only,threshold_100_kusd,B2,historical_logistic_demand_gravity,complete,10561,181,72,macro_recall_at_3,0.2559120902511707,0.1649853661132397,0.3473364995742869,exporter_stage_entry
aluminium,threshold_outcome_only,threshold_250_kusd,A,size,complete,81212,1955,124,average_precision,0.11378822196713777,0.09551318136123549,0.13863340286200143,exporter
aluminium,threshold_outcome_only,threshold_250_kusd,A,gravity,complete,81212,1955,124,average_precision,0.11348162336358118,0.08535381219878446,0.14205696012598756,exporter
aluminium,threshold_outcome_only,threshold_250_kusd,A,historical_logistic_size_gravity,complete,81212,1955,124,average_precision,0.12890559649147204,0.10451878876221697,0.16212617195114645,exporter
aluminium,threshold_outcome_only,threshold_250_kusd,B1,upstream_capacity,complete,358,42,107,average_precision,0.17785935401596326,0.088806146325593,0.307545101861727,exporter
aluminium,threshold_outcome_only,threshold_250_kusd,B1,historical_logistic_structural,complete,358,42,107,average_precision,0.19969276724018586,0.1206979027001341,0.34916038919585857,exporter
aluminium,threshold_outcome_only,threshold_250_kusd,B2,processed_importer_demand,complete,6144,121,42,macro_recall_at_3,0.15722365869424693,0.06602294764059471,0.251897153092006,exporter_stage_entry
aluminium,threshold_outcome_only,threshold_250_kusd,B2,gravity,complete,6144,121,42,macro_recall_at_3,0.2783200459671048,0.1474668713639302,0.4263582291891115,exporter_stage_entry
aluminium,threshold_outcome_only,threshold_250_kusd,B2,historical_logistic_demand_gravity,complete,6144,121,42,macro_recall_at_3,0.28063635710694534,0.1649451447245565,0.41329858866623576,exporter_stage_entry
aluminium,persistence,active_at_least_3_of_5_years_above_100_kusd,A,size,complete,81212,2207,124,average_precision,0.09206617704768172,0.07951630250166115,0.10930903724089976,exporter
aluminium,persistence,active_at_least_3_of_5_years_above_100_kusd,A,gravity,complete,81212,2207,124,average_precision,0.10944547677171959,0.09242828506223397,0.12913905128199532,exporter
aluminium,persistence,active_at_least_3_of_5_years_above_100_kusd,A,historical_logistic_size_gravity,complete,81212,2207,124,average_precision,0.11622582887508165,0.10151684323175811,0.13660276037832175,exporter
aluminium,persistence,active_at_least_3_of_5_years_above_100_kusd,B1,upstream_capacity,complete,358,46,107,average_precision,0.1681158704836795,0.11782484601714166,0.27977843627546917,exporter
aluminium,persistence,active_at_least_3_of_5_years_above_100_kusd,B1,historical_logistic_structural,complete,358,46,107,average_precision,0.24170213232800575,0.15344217990981984,0.3715081294344477,exporter
aluminium,persistence,active_at_least_3_of_5_years_above_100_kusd,B2,processed_importer_demand,complete,6692,114,46,macro_recall_at_3,0.16581871879186458,0.08468194342954574,0.266614640421386,exporter_stage_entry
aluminium,persistence,active_at_least_3_of_5_years_above_100_kusd,B2,gravity,complete,6692,114,46,macro_recall_at_3,0.2707252466203873,0.16820979478748022,0.40229737547192795,exporter_stage_entry
aluminium,persistence,active_at_least_3_of_5_years_above_100_kusd,B2,historical_logistic_demand_gravity,complete,6692,114,46,macro_recall_at_3,0.26222141030325175,0.16823217330410425,0.3793032974059189,exporter_stage_entry
nickel,identity,exporter_seen,A,size,complete,21017,1483,52,average_precision,0.19756894856652854,0.1733769744503334,0.2293694255544174,exporter
nickel,identity,exporter_seen,A,gravity,complete,21017,1483,52,average_precision,0.17366422003897108,0.15349131170468924,0.19669393616419856,exporter
nickel,identity,exporter_seen,A,historical_logistic_size_gravity,complete,21017,1483,52,average_precision,0.20528992650233127,0.17964617893221652,0.23373842093952754,exporter
nickel,identity,exporter_seen,B1,upstream_capacity,complete,164,29,38,average_precision,0.16985482560808446,0.0978005331964482,0.27587694637881943,exporter
nickel,identity,exporter_seen,B1,historical_logistic_structural,complete,164,29,38,average_precision,0.29735929862407695,0.1933782323771287,0.484656107392889,exporter
nickel,identity,exporter_seen,B2,processed_importer_demand,complete,2113,52,29,macro_recall_at_3,0.21666666666666667,0.09288793103448276,0.363448275862069,exporter_stage_entry
nickel,identity,exporter_seen,B2,gravity,complete,2113,52,29,macro_recall_at_3,0.41781609195402303,0.2682471264367816,0.5989511494252874,exporter_stage_entry
nickel,identity,exporter_seen,B2,historical_logistic_demand_gravity,complete,2113,52,29,macro_recall_at_3,0.29137931034482756,0.15508620689655173,0.4541954022988507,exporter_stage_entry
nickel,identity,exporter_unseen,A,size,complete,3628,81,21,average_precision,0.0855809580041234,0.014578212105149733,0.2623306778521112,exporter
nickel,identity,exporter_unseen,A,gravity,complete,3628,81,21,average_precision,0.06343585966391632,0.01491960919542681,0.11950011160457749,exporter
nickel,identity,exporter_unseen,A,historical_logistic_size_gravity,complete,3628,81,21,average_precision,0.07791309925720798,0.01857359896775812,0.1467490950903934,exporter
nickel,identity,exporter_unseen,B1,upstream_capacity,complete,179,37,36,average_precision,0.32305876646718135,0.2021794924312766,0.5225024307183035,exporter
nickel,identity,exporter_unseen,B1,historical_logistic_structural,complete,179,37,36,average_precision,0.44281340356798155,0.2719198613471887,0.6214307898150043,exporter
nickel,identity,exporter_unseen,B2,processed_importer_demand,complete,2580,87,37,macro_recall_at_3,0.18866943866943867,0.11019144144144141,0.275493762993763,exporter_stage_entry
nickel,identity,exporter_unseen,B2,gravity,complete,2580,87,37,macro_recall_at_3,0.2676715176715176,0.15950710325710327,0.37569516632016636,exporter_stage_entry
nickel,identity,exporter_unseen,B2,historical_logistic_demand_gravity,complete,2580,87,37,macro_recall_at_3,0.21474358974358973,0.10322895010395011,0.33453525641025644,exporter_stage_entry
nickel,identity,importer_seen,A,size,complete,21766,1529,73,average_precision,0.1938547459789871,0.17052159114792298,0.22028859341606236,exporter
nickel,identity,importer_seen,A,gravity,complete,21766,1529,73,average_precision,0.16481246096438884,0.13926345722098202,0.18855130385407376,exporter
nickel,identity,importer_seen,A,historical_logistic_size_gravity,complete,21766,1529,73,average_precision,0.19775035747300107,0.17282405428658587,0.2311354650831307,exporter
nickel,identity,importer_seen,B2,processed_importer_demand,complete,4227,138,66,macro_recall_at_3,0.2022338772338772,0.13114801864801864,0.2857796717171718,exporter_stage_entry
nickel,identity,importer_seen,B2,gravity,complete,4227,138,66,macro_recall_at_3,0.3349067599067599,0.23684634809634808,0.4211963383838384,exporter_stage_entry
nickel,identity,importer_seen,B2,historical_logistic_demand_gravity,complete,4227,138,66,macro_recall_at_3,0.24967948717948715,0.16020493395493393,0.3192217851592851,exporter_stage_entry
nickel,identity,importer_unseen,A,size,complete,2879,35,72,average_precision,0.12291264424920605,0.034958265541246265,0.24244030328545216,exporter
nickel,identity,importer_unseen,A,gravity,complete,2879,35,72,average_precision,0.0634843491609603,0.02613082147314094,0.1207782245713067,exporter
nickel,identity,importer_unseen,A,historical_logistic_size_gravity,complete,2879,35,72,average_precision,0.10406056290075999,0.0411941961505288,0.20088080352680174,exporter
nickel,identity,importer_unseen,B2,processed_importer_demand,complete,22,1,1,macro_recall_at_3,0.0,0.0,0.0,exporter_stage_entry
nickel,identity,importer_unseen,B2,gravity,complete,22,1,1,macro_recall_at_3,0.0,0.0,0.0,exporter_stage_entry
nickel,identity,importer_unseen,B2,historical_logistic_demand_gravity,complete,22,1,1,macro_recall_at_3,0.0,0.0,0.0,exporter_stage_entry
nickel,entity_exclusion,exclude_hubs,A,size,complete,20074,1145,67,average_precision,0.18641790084459137,0.15972333394805935,0.21267493451324768,exporter
nickel,entity_exclusion,exclude_hubs,A,gravity,complete,20074,1145,67,average_precision,0.15904002484115703,0.132272654060472,0.1820329375794611,exporter
nickel,entity_exclusion,exclude_hubs,A,historical_logistic_size_gravity,complete,20074,1145,67,average_precision,0.19146521477304512,0.1630850661919742,0.21680226569565855,exporter
nickel,entity_exclusion,exclude_hubs,B1,upstream_capacity,complete,341,65,72,average_precision,0.20982365340099968,0.1361231405947571,0.3108498895479208,exporter
nickel,entity_exclusion,exclude_hubs,B1,historical_logistic_structural,complete,341,65,72,average_precision,0.35672494515743514,0.2597494564468617,0.5165762018471473,exporter
nickel,entity_exclusion,exclude_hubs,B2,processed_importer_demand,complete,3866,121,60,macro_recall_at_3,0.21200396825396825,0.1267564484126984,0.29889186507936505,exporter_stage_entry
nickel,entity_exclusion,exclude_hubs,B2,gravity,complete,3866,121,60,macro_recall_at_3,0.37144841269841267,0.253906746031746,0.4752852182539683,exporter_stage_entry
nickel,entity_exclusion,exclude_hubs,B2,historical_logistic_demand_gravity,complete,3866,121,60,macro_recall_at_3,0.2804761904761905,0.19269444444444445,0.39278968253968255,exporter_stage_entry
nickel,entity_exclusion,exclude_bad_iso,A,size,complete,24645,1564,73,average_precision,0.1899437822377702,0.16651455420824132,0.21655371068454116,exporter
nickel,entity_exclusion,exclude_bad_iso,A,gravity,complete,24645,1564,73,average_precision,0.1626255489962181,0.13878227192226572,0.1879201704225782,exporter
nickel,entity_exclusion,exclude_bad_iso,A,historical_logistic_size_gravity,complete,24645,1564,73,average_precision,0.19492986288896427,0.17021602228764113,0.22233379637329162,exporter
nickel,entity_exclusion,exclude_bad_iso,B1,upstream_capacity,complete,343,66,74,average_precision,0.21158337731218707,0.1468253907058464,0.31722288120993924,exporter
nickel,entity_exclusion,exclude_bad_iso,B1,historical_logistic_structural,complete,343,66,74,average_precision,0.3520657758992263,0.24960383975797165,0.4779731341527966,exporter
nickel,entity_exclusion,exclude_bad_iso,B2,processed_importer_demand,complete,4693,139,66,macro_recall_at_3,0.20097125097125096,0.1258364898989899,0.29077967171717173,exporter_stage_entry
nickel,entity_exclusion,exclude_bad_iso,B2,gravity,complete,4693,139,66,macro_recall_at_3,0.3336441336441337,0.22967001748251747,0.4354970376845377,exporter_stage_entry
nickel,entity_exclusion,exclude_bad_iso,B2,historical_logistic_demand_gravity,complete,4693,139,66,macro_recall_at_3,0.2484168609168609,0.15048926767676768,0.32304438616938613,exporter_stage_entry
nickel,entity_exclusion,exclude_hubs_and_bad_iso,A,size,complete,20074,1145,67,average_precision,0.18641790084459137,0.15809423472596004,0.21420889111776423,exporter
nickel,entity_exclusion,exclude_hubs_and_bad_iso,A,gravity,complete,20074,1145,67,average_precision,0.15904002484115703,0.1305874801917675,0.1877841130529,exporter
nickel,entity_exclusion,exclude_hubs_and_bad_iso,A,historical_logistic_size_gravity,complete,20074,1145,67,average_precision,0.19146521477304512,0.16757676697038282,0.22396430515840565,exporter
nickel,entity_exclusion,exclude_hubs_and_bad_iso,B1,upstream_capacity,complete,341,65,72,average_precision,0.20982365340099968,0.14888524508516976,0.29825973131002653,exporter
nickel,entity_exclusion,exclude_hubs_and_bad_iso,B1,historical_logistic_structural,complete,341,65,72,average_precision,0.35672494515743514,0.27173678384247085,0.4931286722626818,exporter
nickel,entity_exclusion,exclude_hubs_and_bad_iso,B2,processed_importer_demand,complete,3866,121,60,macro_recall_at_3,0.21200396825396825,0.13572817460317463,0.28872519841269845,exporter_stage_entry
nickel,entity_exclusion,exclude_hubs_and_bad_iso,B2,gravity,complete,3866,121,60,macro_recall_at_3,0.37144841269841267,0.26439533730158726,0.4789196428571429,exporter_stage_entry
nickel,entity_exclusion,exclude_hubs_and_bad_iso,B2,historical_logistic_demand_gravity,complete,3866,121,60,macro_recall_at_3,0.2804761904761905,0.19080257936507936,0.3786676587301587,exporter_stage_entry
nickel,threshold_outcome_only,threshold_50_kusd,A,size,complete,24645,2319,73,average_precision,0.23150444720961072,0.20816966493718864,0.2586305988450756,exporter
nickel,threshold_outcome_only,threshold_50_kusd,A,gravity,complete,24645,2319,73,average_precision,0.21119409979447498,0.18498171615960127,0.2382152377767169,exporter
nickel,threshold_outcome_only,threshold_50_kusd,A,historical_logistic_size_gravity,complete,24645,2319,73,average_precision,0.24161158805646854,0.2104276591181324,0.2722185021274577,exporter
nickel,threshold_outcome_only,threshold_50_kusd,B1,upstream_capacity,complete,343,85,74,average_precision,0.2766146572744537,0.20552457118995374,0.37412845803625394,exporter
nickel,threshold_outcome_only,threshold_50_kusd,B1,historical_logistic_structural,complete,343,85,74,average_precision,0.4327304350794093,0.2971278911137498,0.5896688970006709,exporter
nickel,threshold_outcome_only,threshold_50_kusd,B2,processed_importer_demand,complete,6140,199,85,macro_recall_at_3,0.19857861093155216,0.12133257918552036,0.27200816993464055,exporter_stage_entry
nickel,threshold_outcome_only,threshold_50_kusd,B2,gravity,complete,6140,199,85,macro_recall_at_3,0.33819650937297996,0.26740212238741645,0.4200790957408605,exporter_stage_entry
nickel,threshold_outcome_only,threshold_50_kusd,B2,historical_logistic_demand_gravity,complete,6140,199,85,macro_recall_at_3,0.2414644832291891,0.15090729368670544,0.31804318394024284,exporter_stage_entry
nickel,threshold_outcome_only,threshold_100_kusd,A,size,complete,24645,1564,73,average_precision,0.1899437822377702,0.16647231944868704,0.21902055160259823,exporter
nickel,threshold_outcome_only,threshold_100_kusd,A,gravity,complete,24645,1564,73,average_precision,0.1626255489962181,0.13175875029427103,0.1866060770414393,exporter
nickel,threshold_outcome_only,threshold_100_kusd,A,historical_logistic_size_gravity,complete,24645,1564,73,average_precision,0.19492986288896427,0.16716026774107312,0.22995459298879767,exporter
nickel,threshold_outcome_only,threshold_100_kusd,B1,upstream_capacity,complete,343,66,74,average_precision,0.21158337731218707,0.15625154984470663,0.3009211509050421,exporter
nickel,threshold_outcome_only,threshold_100_kusd,B1,historical_logistic_structural,complete,343,66,74,average_precision,0.3520657758992263,0.24945265386009097,0.48783732724824463,exporter
nickel,threshold_outcome_only,threshold_100_kusd,B2,processed_importer_demand,complete,4693,139,66,macro_recall_at_3,0.20097125097125096,0.12919823232323233,0.28463068181818185,exporter_stage_entry
nickel,threshold_outcome_only,threshold_100_kusd,B2,gravity,complete,4693,139,66,macro_recall_at_3,0.3336441336441337,0.24416011072261073,0.425850573038073,exporter_stage_entry
nickel,threshold_outcome_only,threshold_100_kusd,B2,historical_logistic_demand_gravity,complete,4693,139,66,macro_recall_at_3,0.2484168609168609,0.1541902195027195,0.35212898212898214,exporter_stage_entry
nickel,threshold_outcome_only,threshold_250_kusd,A,size,complete,24645,867,73,average_precision,0.14292305329934912,0.11867058451014444,0.16931454487093864,exporter
nickel,threshold_outcome_only,threshold_250_kusd,A,gravity,complete,24645,867,73,average_precision,0.10747683822625381,0.0883177026542261,0.132509935150317,exporter
nickel,threshold_outcome_only,threshold_250_kusd,A,historical_logistic_size_gravity,complete,24645,867,73,average_precision,0.13724834296548347,0.11565027208940405,0.16428041308013408,exporter
nickel,threshold_outcome_only,threshold_250_kusd,B1,upstream_capacity,complete,343,46,74,average_precision,0.17690022378912174,0.10888825490082711,0.2669387151933428,exporter
nickel,threshold_outcome_only,threshold_250_kusd,B1,historical_logistic_structural,complete,343,46,74,average_precision,0.2056594536085515,0.14903063703732528,0.33121316260050865,exporter
nickel,threshold_outcome_only,threshold_250_kusd,B2,processed_importer_demand,complete,3148,83,46,macro_recall_at_3,0.19384057971014493,0.10860507246376812,0.2826086956521739,exporter_stage_entry
nickel,threshold_outcome_only,threshold_250_kusd,B2,gravity,complete,3148,83,46,macro_recall_at_3,0.3659420289855072,0.26068840579710145,0.48559782608695656,exporter_stage_entry
nickel,threshold_outcome_only,threshold_250_kusd,B2,historical_logistic_demand_gravity,complete,3148,83,46,macro_recall_at_3,0.2971014492753623,0.1809782608695652,0.41304347826086957,exporter_stage_entry
nickel,persistence,active_at_least_3_of_5_years_above_100_kusd,A,size,complete,24645,933,73,average_precision,0.10945806323371782,0.09300370025664097,0.12991813458673326,exporter
